ParticipantID,SEX,ParticipantAge,PartnerNumber,AgeSex,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20,NumberChildrenExpect,YearsLeftLive
304,1,33,8,17,11,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-2.22400635515272,-2.20496683150231,-1.39039707310177,-2.56623221194378,6,6,5,5,5,5,4,4,6,1,7,7,6,2,5,5,5,5,5,5,2,50
309,0,35,4,18,2,1,15,3,3,3,4,4,6,3,2,4,4,5,1,4,3,.350893170676764,.500040728977605,.165195691853675,-.27815803695894,4,5,3,5,6,5,3,5,3,6,4,2,5,6,3,5,4,4,5,6,3,40
316,0,39,5,23,2,1,10,5,1,2,7,2,5,2,1,2,7,5,2,5,6,.350893170676764,.500040728977605,-.612600690624048,-1.04084942862055,6,3,7,5,2,6,7,7,6,7,7,7,6,7,7,6,7,7,6,6,2,40
318,0,25,6,16,6,1,8,3,4,5,5,4,4,3,2,3,5,5,4,6,2,.350893170676764,.500040728977605,1.72078845680912,.484533354702674,5,6,6,6,6,3,6,5,5,6,5,6,5,5,5,6,6,5,5,5,2,40
324,0,32,5,21,4,1,4,2,2,1,6,1,5,1,5,3,7,5,3,4,7,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,5,5,6,5,6,7,2,7,7,6,5,1,5,5,5,5,5,5,3,1,5,40
329,0,43,15,18,14,1,1,1,7,2,1,1,6,1,1,1,1,6,1,6,5,1.20919301261993,-1.30329764467567,-.612600690624048,-.27815803695894,5,5,6,5,6,6,7,7,7,7,7,6,5,7,7,7,6,6,4,6,4,50
334,0,50,12,15,10,1,2,5,3,2,6,5,5,3,5,5,5,4,5,4,5,.350893170676764,.500040728977605,.942992074331398,.484533354702674,3,4,3,2,5,3,4,3,3,6,6,5,5,3,4,4,3,4,5,3,2,30
337,0,37,3,21,3,1,10,6,2,2,4,5,5,5,7,5,3,6,6,5,7,1.20919301261993,.500040728977605,-.612600690624048,.484533354702674,5,3,7,7,7,7,1,1,5,4,5,6,3,6,7,4,3,5,7,7,2,20
340,0,66,3,20,1,1,4,2,4,3,4,1,5,1,1,4,4,7,1,7,5,.350893170676764,-.401628457849034,-.612600690624048,-.27815803695894,5,6,6,7,6,2,5,3,6,7,7,7,5,3,5,5,3,3,5,5,2,15
343,0,62,10,18,4,1,4,2,6,2,2,1,5,1,2,2,2,4,2,4,2,-.507406671266396,-.401628457849034,-1.39039707310177,.484533354702674,2,6,2,5,6,3,2,2,5,7,7,3,3,2,2,3,2,2,2,2,2,35
346,0,53,10,17,4,1,1,5,5,3,5,5,4,7,6,2,6,5,2,4,6,1.20919301261993,.500040728977605,.942992074331398,-.27815803695894,5,5,6,6,4,2,6,6,2,5,6,3,4,5,5,4,4,4,4,2,2,20
358,0,43,1,22,4,1,30,1,6,2,4,4,7,1,4,1,4,7,2,7,6,1.20919301261993,2.30337910263088,2.49858483928684,1.24722474636429,4,6,4,4,5,5,6,2,7,7,4,2,2,2,2,3,3,3,3,3,2,35
359,0,42,2,28,1,1,3,2,6,3,1,3,7,2,4,2,1,7,4,7,1,-2.22400635515272,-1.30329764467567,.165195691853675,-1.04084942862055,1,4,6,5,4,7,6,4,6,6,6,6,4,3,3,5,5,6,6,4,2,30
361,0,39,3,15,5,1,17,5,5,2,5,5,5,5,4,6,6,6,5,4,6,.350893170676764,.500040728977605,-.612600690624048,1.24722474636429,5,5,6,6,5,3,6,4,6,6,6,6,5,6,6,6,6,5,6,2,2,50
365,0,32,3,25,1,1,20,2,2,4,1,2,7,2,2,1,1,7,1,7,5,1.20919301261993,.500040728977605,-.612600690624048,.484533354702674,5,6,6,6,6,3,5,5,7,7,1,1,5,5,6,6,6,6,5,6,2,40
375,0,49,1,25,2,1,10,1,6,3,6,2,7,2,3,5,6,6,4,6,7,.350893170676764,.500040728977605,-.612600690624048,-.27815803695894,6,7,7,7,7,6,7,7,7,7,2,5,7,7,7,7,6,7,7,7,2,10
382,0,43,12,19,10,1,2,6,2,4,3,4,3,5,3,3,5,5,2,4,4,.350893170676764,1.40170991580424,.942992074331398,1.24722474636429,5,6,4,4,4,6,4,3,5,5,3,3,6,4,3,5,5,2,5,5,2,2
394,0,62,12,14,7,1,2,3,2,2,1,2,5,1,1,1,1,7,1,7,4,.350893170676764,.500040728977605,-1.39039707310177,-.27815803695894,6,7,7,7,7,6,6,5,7,7,7,7,1,1,1,7,7,7,6,1,2,25
396,0,42,5,15,20,1,12,4,4,3,4,4,5,4,5,4,4,6,4,5,5,1.20919301261993,.500040728977605,.942992074331398,-.27815803695894,5,5,6,6,5,5,6,6,6,6,7,5,6,6,6,6,6,6,5,1,2,50
398,0,36,2,24,1,1,4,1,1,5,1,1,4,1,1,1,1,6,1,5,3,.350893170676764,.500040728977605,1.72078845680912,.484533354702674,5,6,5,6,7,6,6,5,7,7,7,2,6,5,5,6,6,6,3,2,2,50
400,0,33,26,17,26,1,20,5,1,1,5,5,7,7,6,7,5,7,5,7,5,1.20919301261993,.500040728977605,.165195691853675,-.27815803695894,7,7,7,7,7,1,7,7,7,7,7,5,6,2,2,7,5,5,5,6,2,30
44,0,29,5,18,4,2,5,7,3,3,5,3,6,3,5,4,6,4,6,4,6,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,6,6,5,7,4,6,6,5,7,5,5,6,6,5,7,6,5,6,7,6,2,50
161,1,29,2,19,2,1,5,6,3,1,6,5,6,6,6,5,7,6,5,6,7,.350893170676764,.500040728977605,.942992074331398,1.24722474636429,6,5,7,6,5,6,7,7,5,6,6,5,7,6,5,6,7,6,5,6,1,70
275,1,29,2,21,2,2,0,6,1,3,3,5,6,4,3,6,7,6,5,3,5,.350893170676764,.500040728977605,.165195691853675,.484533354702674,6,7,4,3,4,5,5,4,3,5,6,5,2,5,7,5,5,3,5,6,5,2
311,0,29,1,20,1,1,6,5,3,4,4,4,5,4,6,5,4,4,3,4,4,-1.36570651320956,-.401628457849034,.165195691853675,-1.04084942862055,6,7,5,6,5,5,4,6,6,5,6,5,4,4,6,5,3,5,6,4,2,20
319,0,35,2,22,1,0,0,2,1,7,1,2,6,2,7,7,4,1,6,2,1,-.507406671266396,2.30337910263088,.942992074331398,-.27815803695894,2,5,2,5,3,6,3,6,2,7,3,6,7,3,4,3,6,2,3,2,3,50
327,0,28,3,18,2,2,2,5,3,5,4,5,3,4,5,6,3,3,3,4,4,-.507406671266396,.500040728977605,.165195691853675,-1.04084942862055,5,6,6,6,7,5,4,4,6,5,1,7,6,5,6,5,6,5,6,6,3,2
356,0,37,3,21,4,4,1,5,4,3,6,5,4,6,5,4,5,6,5,6,4,.350893170676764,.500040728977605,.942992074331398,.484533354702674,6,7,6,5,6,7,6,5,6,7,6,7,6,5,6,7,6,5,5,6,1,30
33,0,27,1,22,1,1,3,5,2,5,5,5,4,5,5,5,3,6,5,5,4,-.507406671266396,-.401628457849034,-.612600690624048,-.27815803695894,5,5,5,6,5,4,6,5,5,6,5,5,6,4,6,6,5,5,4,6,1,30
110,0,29,1,28,1,1,3,6,4,2,4,3,6,7,6,4,7,6,4,7,5,-.507406671266396,-.401628457849034,.942992074331398,-.27815803695894,6,5,7,4,6,1,4,6,4,7,6,4,7,6,4,3,6,5,4,6,1,20
122,1,26,2,25,1,1,3,5,5,3,3,4,6,5,6,7,3,7,4,6,7,-.507406671266396,-.401628457849034,.165195691853675,.484533354702674,6,5,6,6,5,3,6,6,7,7,7,5,7,5,4,6,6,7,5,4,2,30
306,0,38,10,27,1,1,4,6,2,3,6,6,5,5,6,4,5,4,5,5,6,-.507406671266396,-.401628457849034,-1.39039707310177,.484533354702674,4,5,5,6,4,5,4,5,4,6,6,5,5,5,5,4,6,6,5,4,2,60
317,0,29,5,14,12,5,4,5,3,2,5,4,5,3,4,5,5,6,3,5,5,.350893170676764,.500040728977605,1.72078845680912,1.24722474636429,5,6,7,5,5,3,7,5,6,6,5,6,4,5,4,5,6,5,4,5,2,65
330,0,25,5,18,5,2,2,4,3,2,5,6,5,5,4,5,5,4,5,4,5,-.507406671266396,.500040728977605,.942992074331398,-.27815803695894,5,6,5,6,5,6,5,4,5,6,4,5,6,5,6,5,6,5,6,5,1,5
26,0,29,3,19,3,2,6,6,2,4,6,6,6,2,7,4,7,7,1,7,6,-.507406671266396,-.401628457849034,-.612600690624048,1.24722474636429,7,7,1,7,7,5,6,6,7,7,6,6,7,7,7,7,7,7,7,7,3,70
34,0,32,5,27,1,1,8,1,6,2,2,2,6,2,2,2,3,5,2,7,2,-.507406671266396,.500040728977605,-.612600690624048,.484533354702674,5,5,5,3,3,5,6,5,7,7,6,7,7,7,7,7,6,6,5,7,3,50
41,0,33,3,21,3,1,25,2,6,2,5,6,7,2,2,7,6,6,2,1,6,.350893170676764,.500040728977605,.942992074331398,2.0099161380259,6,6,6,2,6,6,1,1,1,7,2,7,1,6,6,6,6,6,6,6,2,10
42,0,32,5,18,23,19,3,6,2,1,7,4,7,5,5,6,7,6,4,6,4,1.20919301261993,1.40170991580424,.942992074331398,1.24722474636429,7,7,7,7,7,3,7,7,7,7,3,1,7,7,7,7,7,7,4,1,1,60
43,0,29,1,25,1,1,2,7,1,4,1,1,4,1,1,1,5,7,1,7,7,-1.36570651320956,.500040728977605,.942992074331398,1.24722474636429,6,7,6,7,6,1,7,7,7,7,1,7,5,5,6,7,7,7,6,6,2,20
46,0,45,1,24,1,1,8,1,7,7,1,1,1,1,1,1,1,6,1,6,2,-.507406671266396,.500040728977605,-.612600690624048,-.27815803695894,6,6,7,6,6,6,4,6,7,7,1,7,4,6,4,4,4,5,4,4,1,25
60,0,66,6,24,13,1,5,2,5,4,4,3,6,4,5,3,4,6,2,5,4,1.20919301261993,-.401628457849034,-.612600690624048,1.24722474636429,5,3,1,5,5,7,7,7,7,6,3,2,3,3,2,3,5,3,2,2,1,10
63,0,35,10,15,12,1,8,1,2,1,5,1,5,1,6,2,5,5,2,5,2,-.507406671266396,.500040728977605,-.612600690624048,-.27815803695894,5,5,5,7,4,4,7,4,7,7,6,3,6,5,5,5,5,5,3,1,2,38
68,0,28,6,18,4,1,1,7,4,3,5,2,4,2,6,2,6,7,2,7,7,.350893170676764,.500040728977605,.165195691853675,-2.56623221194378,4,6,3,6,6,5,1,1,7,5,7,6,2,1,1,6,6,4,3,5,1,50
69,0,53,1,19,1,1,5,1,4,3,2,1,1,1,1,1,1,4,1,4,1,1.20919301261993,-.401628457849034,-1.39039707310177,-.27815803695894,5,5,5,6,6,5,7,2,7,7,7,7,7,5,5,4,4,4,4,7,1,5
80,0,63,10,19,15,1,12,2,6,2,4,2,6,2,5,6,6,7,2,7,7,.350893170676764,.500040728977605,.165195691853675,.484533354702674,6,2,7,7,6,3,6,4,5,7,7,5,7,4,4,6,6,6,6,6,1,20
82,0,38,5,32,1,1,5,3,4,3,4,2,6,4,4,5,4,4,5,4,3,1.20919301261993,.500040728977605,-.612600690624048,1.24722474636429,5,6,4,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,6,7,1,20
83,0,38,5,21,5,1,1,3,5,3,5,3,5,3,5,5,5,5,5,5,5,.350893170676764,.500040728977605,.165195691853675,.484533354702674,5,5,5,3,5,5,6,6,6,6,5,5,5,5,5,6,6,6,5,5,2,30
86,0,51,15,15,20,1,6,2,3,3,5,2,7,2,3,3,5,6,3,6,5,1.20919301261993,.500040728977605,.165195691853675,.484533354702674,5,5,5,7,5,4,6,5,7,6,7,5,1,1,1,7,7,7,4,5,1,25
90,0,61,1,23,1,1,0,4,4,2,6,1,3,1,4,1,4,5,1,4,3,.350893170676764,.500040728977605,.942992074331398,-1.04084942862055,5,6,3,6,6,6,5,5,5,5,7,7,3,2,2,2,5,3,2,5,1,15
100,0,48,11,15, ,1,12,1,7,4,7,1,7,1,7,4,7,6,1,7,4,1.20919301261993,2.30337910263088,2.49858483928684,2.0099161380259,5,6,7,6,4,1,7,7,4,7,7,1,7,7,7,5,6,6,1,4,1,59
111,0,25,2,19,2,2,3,6,4,4,5,4,5,5,6,4,5,5,5,6,5,-.507406671266396,-.401628457849034,.942992074331398,.484533354702674,5,6,5,4,5,5,5,5,6,6,4,5,5,5,5,4,5,5,6,6,2,40
112,0,49,6,21,6,1,0,2,2,1,7,1,7,1,6,1,7,4,1,4,2,1.20919301261993,.500040728977605,.942992074331398,-.27815803695894,7,7,6,7,5,3,3,5,7,4,7,2,6,3,3,6,5,5,1,1,1,40
116,0,30,2,20,2,2,5,6,1,3,4,6,7,6,5,6,5,5,3,4,6,-.507406671266396,-.401628457849034,.165195691853675,2.0099161380259,6,7,7,7,6,5,6,6,5,7,5,6,7,6,6,5,7,7,5,5,1,50
117,0,28, ,13,4,1,4,5,4,1,6,5,6,7,7,7,5,7,6,6,4,.350893170676764,2.30337910263088,.942992074331398,.484533354702674,4,6,5,7,7,5,6,6,3,6,7,7,3,5,5,7,3,6,5,7,3,60
136,1,28,1,16,1,1,3,1,1,2,5,1,4,1,1,1,4,5,1,6,4,-1.36570651320956,-1.30329764467567,-.612600690624048,-1.04084942862055,6,6,7,6,7,2,7,6,7,7,7,7,5,5,4,6,5,6,3,3,1,70
137,1,39,11,14,5,1,8,2,6,3,5,3,6,5,6,2,5,3,5,3,5,-.507406671266396,-1.30329764467567,-.612600690624048,-.27815803695894,5,5,7,6,6,4,7,3,7,4,6,6,6,6,6,6,6,6,5,6,1,50
141,1,27,100,21,1,1,10,2,6,5,3,4,4,4,4,3,4,3,4,3,4,.350893170676764,1.40170991580424,-.612600690624048,-.27815803695894,7,6,6,1,7,1,6,6,6,7,7,6,7,6,6,6,6,6,5,7,0,25
146,1,57,7,18,6,1,0,1,7,4,7,1,5,1,1,1,7,7,1,7,6,-.507406671266396,-1.30329764467567,-.612600690624048,-1.04084942862055,5,5,7,7,7,7,7,3,7,7,7,5,7,7,7,5,5,5,6,5,1,30
148,1,63,5,20,1,1,2,1,4,2,1,1,5,1,1,1,1,4,1,5,5,-1.36570651320956,-1.30329764467567,-1.39039707310177,-1.04084942862055,5,6,5,6,7,5,7,7,7,7,7,7,7,7,7,7,6,6,6,6,1,27
149,1,38,5,14,20,1,4,2,2,4,5,1,5,1,1,1,7,4,1,3,6,.350893170676764,-.401628457849034,-.612600690624048,-1.04084942862055,3,6,2,2,5,6,2,5,7,7,7,6,5,2,7,3,3,2,1,1,1,20
154,1,29,1,19,1,1,20,7,2,2,1,6,6,6,7,7,6,7,7,7,7,1.20919301261993,2.30337910263088,2.49858483928684,.484533354702674,7,6,6,2,2,7,7,7,2,7,7,7,7,6,6,7,7,6,6,7,1,0
162,1,40,20,15,20,1,0,5,1,5,5,1,7,1,7,2,5,7,2,7,2,-1.36570651320956,-1.30329764467567,-.612600690624048,.484533354702674,5,5,2,3,2,6,1,2,7,4,7,2,2,1,1,1,1,5,1,1,1,35
164,1,55,5,13, ,0,0,1,7,7,4,1,1,1,3,1,6,4,1,1,1,-3.08230619709588,-2.20496683150231,-1.39039707310177,-2.56623221194378,7,4,2,6,7,6,6,5,7,4,7,2,5,5,5,5,5,5,5,5,1, 
167,1,29,1,25,1,1,12,1,7,3,2,7,1,7,2,1,1,7,1,7,1,-.507406671266396,-1.30329764467567,-1.39039707310177,-.27815803695894,6,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,45
168,1,32,3,18,3,1,6,2,6,3,5,6,5,5,1,1,5,5,5,6,6,.350893170676764,.500040728977605,-1.39039707310177,1.24722474636429,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,2,50
171,1,39,30,17,20,1,10,2,6,2,6,2,6,2,5,2,7,6,2,6,7,1.20919301261993,.500040728977605,.942992074331398,.484533354702674,3,5,5,6,5,2,2,2,5,5,1,7,5,5,5,5,6,5,3,3,3,10
178,1,41,5,19,1,1,4,2,4,3,5,1,6,1,1,2,4,6,2,6,5,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,2,3,1,7,5,7,6,7,7,6,7,7,6,5,6,5,5,5,3,5,1,55
179,1,33,13,15,10,1,8,2,7,2,7,1,6,1,6,1,7,6,1,7,3,-.507406671266396,.500040728977605,-1.39039707310177,-.27815803695894,3,3,2,3,7,5,2,2,7,7,7,5,7,7,7,6,6,6,3,1,1,50
180,1,55,4,15,4,1,4,2,6,6,2,2,7,2,2,2,2,5,1,6,2,.350893170676764,.500040728977605,.165195691853675,1.24722474636429,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,1,20
187,1,32,3,21,1,1,4,4,5,5,4,4,3,2,3,4,4,4,3,3,3,.350893170676764,-.401628457849034,-1.39039707310177,.484533354702674,4,5,6,5,5,5,5,4,4,4,3,5,4,6,4,5,5,4,4,4,0,40
190,1,46,2,22,3,1,6,4,2,3,2,2,6,2,2,2,2,6,2,3,2,1.20919301261993,.500040728977605,-.612600690624048,1.24722474636429,4,5,6,6,5,6,7,7,7,7,7,6,6,5,5,5,5,5,6,6,1,40
199,1,60,5,15,6,1,0,5,6,5,6,1,6,1,5,1,6,7,1,7,1,-2.22400635515272,-1.30329764467567,-.612600690624048,-2.56623221194378,2,5,1,2,4,6,7,1,5,5,1,4,4,5,6,3,5,7,1,1,1,10
206,1,48,5,28,5,1,4,1,1,1,6,1,5,1,3,4,6,5,2,3,2,-.507406671266396,-.401628457849034,.165195691853675,-.27815803695894,3,6,6,7,7,7,7,1,7,6,7,6,7,7,7,5,5,5,3,5,1,40
214,1,39,30,17,30,1,20,1,6,1,7,5,6,1,3,1,7,6,1,6,7,.350893170676764,.500040728977605,-.612600690624048,.484533354702674,5,5,6,6,6,3,2,1,5,6,7,5,6,6,6,6,6,6,4,7,3,10
219,1,56,18,16,8,1,0,2,2,3,5,1,5,1,2,6,5,6,5,6,5,-2.22400635515272,-1.30329764467567,-.612600690624048,-1.80354082028217,6,6,7,7,7,6,6,1,7,4,7,5,3,5,6,2,2,2,1,2,1,30
225,1,45,4,15,4,1,6,1,7,7,1,1,1,1,1,1,1,1,1,1,1,.350893170676764,-.401628457849034,.165195691853675,-.27815803695894,3,3,5,4,4,4,1,1,4,7,5,4,3,1,1,1,1,2,2,2,1,50
226,1,32,6,19,6,1,1,1,4,3,6,1,4,1,6,1,6,7,1,6,6,.350893170676764,.500040728977605,.942992074331398,.484533354702674,5,5,5,3,5,5,2,5,7,6,7,3,3,3,4,5,3,3,5,4,2,45
238,1,25,1,21,1,1,1,7,2,1,6,7,6,5,7,6,5,6,7,6,5,1.20919301261993,1.40170991580424,2.49858483928684,1.24722474636429,6,6,7,3,5,6,7,6,5,7,1,1,7,7,7,7,7,6,7,6,2,40
246,1,37,3,15,5,1,2,1,3,2,4,1,5,1,3,1,5,4,1,6,3,.350893170676764,.500040728977605,.942992074331398,.484533354702674,5,5,5,5,6,7,2,4,6,5,7,5,7,6,6,2,2,2,2,2,1, 
255,1,29,3,17,2,1,3,1,4,2,3,1,7,1,5,1,4,7,1,7,1,-.507406671266396,-.401628457849034,.165195691853675,-1.04084942862055,7,7,7,7,7,7,5,3,7,7,7,5,7,7,7,7,7,7,5,1,1,45
267,1,34,4,23,1,1,4,1,3,2,6,3,7,3,5,2,7,7,3,7,5,.350893170676764,.500040728977605,-1.39039707310177,-1.04084942862055,5,6,6,6,5,7,1,5,7,7,7,6,5,1,5,5,1,5,5,6,1,40
270,1,30,3,19,3,1,8,4,3,3,6,6,6,5,5,4,6,6,6,6,6,.350893170676764,-.401628457849034,.942992074331398,1.24722474636429,6,5,5,4,4,3,6,6,5,4,6,6,6,6,5,5,5,5,5,2,2,20
278,1,45,20,15,11,1,6,5,1,2,4,3,6,3,1,4,3,5,3,5,4,-.507406671266396,.500040728977605,-.612600690624048,-.27815803695894,3,5,5,5,5,3,7,1,7,6,7,4,3,3,3,6,6,6,3,5,1,20
281,1,32,10,19,8,1,0,5,3,2,3,3,5,3,4,4,4,3,2,5,4,-1.36570651320956,-1.30329764467567,-.612600690624048,.484533354702674,3,6,4,5,7,4,3,5,5,3,6,5,5,4,4,7,7,7,5,4,1,30
284,1,40,10,16,8,1,3,2,5,2,4,1,4,1,3,1,3,6,1,5,4,-.507406671266396,-.401628457849034,-.612600690624048,-.27815803695894,6,7,4,6,7,5,7,7,7,7,7,6,7,7,7,6,6,6,6,6,1,10
289,1,44,2,29,1,1,1,6,3,2,5,4,5,6,7,6,5,6,1,1,1,.350893170676764,-1.30329764467567,-.612600690624048,.484533354702674,5,6,7,7,7,6,7,6,7,7,6,7,7,6,7,4,6,7,6,5,1,25
303,1,62,4,17,12,0,0,2,3,3,1,1,4,1,4,1,1,5,2,5,5,-2.22400635515272,-2.20496683150231,-1.39039707310177,-1.80354082028217,4,3,5,5,4,7,1,1,3,1,7,7,5,4,6,4,5,5,2,1,1,35
305,1,31,2,27,1,1,1,2,6,7,2,2,4,1,1,2,2,6,1,6,5,-2.22400635515272,-1.30329764467567,-.612600690624048,-.27815803695894,5,6,4,5,6,5,6,5,6,5,2,4,5,5,6,5,5,6,4,5,2,45
326,0,45,2,25,1,1,10,1,7,7,4,4,5,1,1,1,1,5,1,5,2,.350893170676764,.500040728977605,-.612600690624048,-.27815803695894,5,6,6,7,6,6,6,6,7,6,7,7,6,5,6,6,6,6,5,5,1,20
353,0,34,6,16,6,1,15,1,4,3,6,1,5,4,5,3,6,6,3,7,5,.350893170676764,.500040728977605,.942992074331398,.484533354702674,5,6,3,6,5,3,6,6,7,7,5,2,5,5,5,4,3,6,3,2,3,60
368,0,32,1,26,1,1,35,5,2,3,6,5,5,5,5,6,5,6,5,5,6,.350893170676764,.500040728977605,-.612600690624048,.484533354702674,6,7,6,6,6,7,6,7,6,7,6,7,6,6,6,7,6,6,7,6,2,20
393,0,40,8,21,5,1,10,1,6,2,6,1,6,2,2,1,6,5,1,5,5,.350893170676764,.500040728977605,-.612600690624048,.484533354702674,7,7,5,6,7,5,7,7,7,7,7,7,7,6,6,5,5,5,2,2,2,50
395,0,33,3,8,3,2,1,3,4,2,2,2,7,2,6,6, ,6,5,7,2,.350893170676764,1.40170991580424,-.612600690624048,.484533354702674,5,6,5,6,5,6,2,2,2,7,3,6,5,5,6,5,6,5,6,6,1,36
38,0,28,3,17,4,1,0,3,3,3,2,4,5,4,1,3,2,5,3,5,6,-2.22400635515272,.500040728977605,1.72078845680912,.484533354702674,3,5,5,3,4,6,6,4,3,5,3,3,3,4,4,5,4,6,4,5,0,50
40,0,31,1,27,1,1,0,5,2,3,4,4,5,5,3,2,1,1,2,1,2,.350893170676764,.500040728977605,.942992074331398,1.24722474636429,5,4,5,5,4,5,5,6,6,6,5,6,5,5,6,5,5,4,5,5,3,80
49,0,36,30,18,5,5,3,7,2,1,6,1,1,1,5,3,6,6,7,6,7,1.20919301261993,1.40170991580424,1.72078845680912,2.0099161380259,5,4,3,3,2,2,7,7,6,6,6,6,5,6,5,6,5,5,6,2,1,50
50,0,23,3,17,2,1,14,5,2,5,5,5,3,5,5,5,5,4,4,5,5,-1.36570651320956,.500040728977605,1.72078845680912,1.24722474636429,5,5,6,3,6,5,5,5,5,3,3,6,5,4,4,5,5,4,4,5,3,60
72,0,29,2,28,1,1,1,6,3,2,7,5,6,7,5,6,7,5,6,5,6,-1.36570651320956,.500040728977605,.942992074331398,.484533354702674,6,5,6,4,5,4,5,6,5,7,5,6,5,6,7,6,5,6,6,7,0,65
92,0,34,5,16,20,0,0,4,1,1,7,1,7,1,1,1,7,7,1,7,4,1.20919301261993,1.40170991580424,1.72078845680912,.484533354702674,2,6,6,6,6,6,2,3,4,7,2,1,4,4,3,6,6,6,2,1,0,55
106,0,29,5,15,5,1,30,6,3,3,6,6,7,5,3,3,4,5,5,5,4,1.20919301261993,1.40170991580424,1.72078845680912,2.0099161380259,4,5,5,3,4,4,5,5,6,6,5,6,5,5,4,4,6,7,5,5,2,30
123,1,24,1,23,1,1,1,6,3,5,4,5,3,4,5,3,5,6,4,2,4,.350893170676764,.500040728977605,.165195691853675,-1.04084942862055,6,4,3,4,5,6,5,3,4,5,6,5,3,4,5,4,6,5,3,4,0,30
132,1,24,1,21,1,1,1,7,1,3,4,5,5,4,4,4,4,5,4,5,5,.350893170676764,1.40170991580424,.165195691853675,.484533354702674,6,6,5,4,6,5,6,4,6,7,5,7,7,5,6,6,6,5,7,5,0,56
200,1,31,3, ,1,1,1,6,3,2,5,7,6,5,6,5,7,6,7,7,5,1.20919301261993,1.40170991580424,1.72078845680912,2.0099161380259,6,6,6,4,7,6,6,5,7,6,6,6,7,5,7,6,6,5,5,6,5,25
215,1,58,10,17,10,0,0,2,4,3,5,4,4,4,4,4,4,4,4,4,4,-1.36570651320956,-.401628457849034,.165195691853675,-.27815803695894,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4,0,80
217,1,28,5,18,5,3,4,7,2,1,6,6,7,6,7,6,5,6,5,6,6,.350893170676764,2.30337910263088,1.72078845680912,2.0099161380259,7,6,7,6,7,7,6,6,6,7,7,6,7,6,6,7,7,6,6,7,3,50
236,1,27, ,27,1,1,3,5,6,2,5,3,4,5,5,2,6,5,6,6,7,-.507406671266396,-1.30329764467567,.942992074331398,.484533354702674,5,4,6,6,5,7,6,4,6,6,6,5,7,6,4,6,7,5,6,6,1,2
241,1,27,1,24,1,1,1,6,1,3,6,4,6,5,5,5,5,4,5,5,4,-.507406671266396,.500040728977605,2.49858483928684,1.24722474636429,6,4,4,4,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,0,72
272,1,29,2,20,2,2,2,3,3,2,6,5,5,5,2,4,3,3,5,5,6,-.507406671266396,.500040728977605,.942992074331398,-.27815803695894,5,6,6,6,5,5,4,5,6,5,5,6,6,5,6,6,7,6,5,5,1,30
325,0,25,3,20,2,3,2,6,3,4,6,7,5,4,7,5,4,6,7,4,6,-.507406671266396,-.401628457849034,.942992074331398,1.24722474636429,5,7,5,4,6,7,5,4,6,5,6,5,4,6,7,6,4,6,5,7,0,50
344,0,30,2,18,3,1,1,5,4,5,3,5,5,3,3,4,5,4,3,3,5,-.507406671266396,-.401628457849034,.165195691853675,.484533354702674,6,5,4,3,4,5,5,4,3,4,5,4,3,4,5,4,3,4,5,4,1,70
376,0,28,3,22,2,1,1,5,6,4,5,5,5,3,4,5,5,3,5,3,6,.350893170676764,.500040728977605,.942992074331398,.484533354702674,6,4,5,5,4,5,3,5,6,4,6,4,4,5,3,5,3,3,5,4,1,50
379,0,27,3,16,7,6,8,1,7,1,1,4,7,4,2,4,4,4,4,2,2,.350893170676764,.500040728977605,-1.39039707310177,.484533354702674,5,6,6,7,7,1,7,1,4,7,7,1,7,7,7,6,6,6,4,4,1,60
384,0,29,1,18,1,1,1,6,4,4,5,4,7,6,4,6,5,3,5,5,3,.350893170676764,.500040728977605,.942992074331398,-.27815803695894,6,5,4,7,6,6,4,6,5,7,6,4,5,2,6,5,5,7,6,6,1,80
30,0,35,4,14,1,1,0,1,4,4,4,1,6,1,1,1,4,4,1,1,4,1.20919301261993,.500040728977605,.942992074331398,-.27815803695894,4,6,5,4,5,6,6,4,4,6,4,2,5,6,6,6,6,6,6,4,2,40
35,0,42,1,30,1,1,0,4,3,7,1,4,4,4,5,1,1,7,1,7,1,-2.22400635515272,-2.20496683150231,-.612600690624048,-.27815803695894,5,5,2,5,7,5,5,6,5,5,5,5,6,5,5,5,4,4,5,4, , 
