Participant_ID,Participant_Sex,Participant_Age,MEQ1,MEQ2,MEQ3,MEQ4,MEQ5,MEQ6,MEQ7,MEQ8,MEQ9,MEQ10,MEQ11,MEQ12,MRSF1,MRSF2,MRSF3,MRSF4,MRSF5,MRSF6,MRSF7,MRSF8,MRSF9,MRSF10,MRSF11,MRSF12,MRSF13,MRSF14,MRSF15,MRSF16,MRSF17,MRSF18,MRSF19,MRSF20,MRSF21,MRSF22,MRSF23,MRSF24,MRSF25,MRSF26,MRSF27,MRSF28,MRSF29,MRSF30,MRSF31,MRSF32,MRSF33,MRSF34,MRSF35,MRSF36,MRSF37,MRSF38,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
154,2,29,7,1,6,6,6,7,7,6,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,3,2,3,3,3,4,3,3,4,4,4,4,3,3,4,4,3,4,2,2,2,9,8,9,9,2,9,7,6,6,2,2,7,7,7,2,7,7,7,7,6,6,7,7,6,6,7
155,2,33,6,4,5,7,5,3,5,5,7,3,7,3,2,1,4,3,2,3,4,4,3,3,3,4,4,4,4,2,2,2,2,2,1,1,2,4,4,2,4,3,4,4,4,4,4,4,2,2,3,1,2,4,2,6,1,8,1,1,1,6,7,2,5,5,4,2,6,4,6,7,7,6,3,6,2,5,2,1,3
156,2,44,6,6,2,5,2,5,6,6,7,4,7,6,2,1,1,1,2,3,4,2,4,1,3,4,2,3,4,3,1,3,1,2,1,1,1,4,1,1,1,4,4,4,4,2,3,4,1,1,3,1,2,3,3,1,1,8,2,2,2,1,7,6,7,5,3,1,1,7,7,7,7,2,1,1,7,7,7,5,5
157,2,42,6,1,2,6,3,1,2,1,6,2,4,2,2,1,1,1,3,1,3,3,3,3,3,3,2,1,3,1,4,3,1,2,1,1,2,3,2,1,3,3,2,3,3,1,1,3,1,4,3,1,1,3,2,5,1,9,2,1,2,1,6,4,3,5,7,1,7,4,5,7,7,5,3,3,6,3,7,3,1
158,2,59,1,6,1,6,1,4,1,7,7,1,7,6,2,1,1,1,1,1,1,1,2,1,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,1,2,1,1,1,1,1,2,4,7,6,1,7,1,1,1,6,6,6,7,7, ,6,4,7,7,7,5,7,7,7,7,7,7,5,1
159,2,35,2,4,2,6,2,2,2,4,4,2,4,4,2,1,1,1,2,1,1,1,3,1,3,3,1,2,3,1,3,1,1,2,1,1,1,4,1,1,2,3,1,3,3,1,2,2,2,1,1,1,2,4,3,9,8,1,7,7,7,6,6,5,7,4,7,2,4,2,2,3,2,4,3,6,2,2,6,2,2
160,2,65,1,1,1,1,1,1,1,1,7,1,7,1,2,1,1,1,2,1,1,1,1,1,2,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,4,3,3,4,1,3,1,3,1,1,2,2,2,7,1,9,1,1,1,6,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,4,6
162,2,40,5,5,1,7,1,7,2,5,7,2,7,2,4,1,4,2,4,4,4,4,4,3,4,4,2,2,4,1,2,4,1,4,4,4,2,2,4,4,4,3,4,4,4,2,2,4,1,1,4,1,2,4,2,7,5,2,6,4,2,5,5,2,3,2,6,1,2,7,4,7,2,2,1,1,1,1,5,1,1
163,2,31,3,5,1,3,1,1,1,5,5,1,4,5,3,1,2,1,2,2,3,3,2,1,2,2,2,2,4,3,3,2,1,1,1,1,1,4,3,2,2,2,3,2,3,2,2,4,2,1,2,1,2,1,1,7,1,9,4,3,2,6,7,3,5,7,7,7,7,7,6,7,7,7,7,7,3,3,3,1,1
164,2,55,1,4,1,1,1,3,1,6,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,8,1,5,5,1,1,7,4,2,6,7,6,6,5,7,4,7,2,5,5,5,5,5,5,5,5
165,2,56,1,7,3,7,1,1,1,6,6,1,7,6,3,2,2,1,3,3,2,3,4,4,3,4,2,4,4,4,2,3,1,2,2,3,1,1,1,1,1,2,3,3,4,3,2,4,3,1,3,1,2,4,3,3,2,9,2,3,1,5,6,5,6,4,5,3,1,3,6,7,7,1,1,1,3,1,1,2,5
166,2,62,6,4,4,5,4,2,6,4,6,4,6,6,2,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,3,2,1,3,1,1,1,2,1,1,2,2,1,3,3,2,1,1,1,3,2,1,1,7,7,8,5,6,4,3,2,6,6,6,6,6,7,2,6,7,3,7,6,6,6,6,7,7,7,3,2
167,2,29,1,2,7,1,7,2,1,1,7,1,7,1,2,1,1,1,1,2,1,1,3,2,2,4,3,3,3,3,1,1,1,1,1,1,1,1,3,3,1,2,3,4,3,3,2,3,3,1,1,1,2,1,1,1,1,9,2,2,2,6,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
168,2,32,2,5,6,5,5,1,1,5,5,5,6,6,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,2,2,1,1,1,8,1,1,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7
169,2,26,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,1,1,9,9,9,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
170,2,53,1,1,1,5,1,3,4,1,6,1,6,3,2,1,2,1,2,1,3,2,2,1,3,3,2,2,3,2,1,2,1,2,1,2,1,2,2,1,2,3,3,4,4,3,1,3,1,1,1,1,2,1,1,4,1,6,2,2,1,6,6,3,5,7,5,7,7,7,7,7,6,6,6,6,5,5,5,4,3
171,2,39,2,6,2,6,2,5,2,7,6,2,6,7,3,2,3,2,2,1,1,2,2,3,4,3,4,3,4,1,1,2,1,3,2,2,1,1,1,1,1,1,3,4,4,2,2,2,1,1,1,1,2,5,8,1,1,9,5,5,5,3,5,5,6,5,2,2,2,5,5,1,7,5,5,5,5,6,5,3,3
172,2,27,2,6,2,6,2,3,2,6,6,2,7,6,1,1,1,1,1,1,2,1,2,1,3,4,2,2,3,2,1,1,1,1,1,1,1,2,1,2,1,3,4,3,4,2,1,3,2,1,1,1,2,1,1,7,5,4,3,3,2,5,5,6,5,7,5,7,7,4,7,2,7,5,5,6,3,3,5,2,4
173,2,59,2,7,3,6,3,3,3,7,5,5,5,5,2,1,1,2,2,2,2,2,3,2,3,3,2,3,3,1,3,2,1,3,2,1,2,2,1,1,2,3,3,4,3,2,2,3,1,1,3,1,2,2,1,2,2,5,3,3,1,5,3,5,5,5,5,7,7,7,6,7,6,7,7,7,6,6,6,5,5
174,2,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,4,9,9,1,2,2,3,3,5,2,2,6,5,1,3,4,7,6,2,3,3,2,5,6,6,1,4
175,2,49,4,7,1,7,1,3,2,4,7,2,7,6,1,1,2,2,2,1,1,1,2,2,4,3,2,3,3,1,1,2,1,1,2,1,2,1,1,1,1,2,2,4,3,1,2,2,1,1,2,1,2,5,4,5,3,7,2,5,3,6,6,6,7,7,6,6,6,4,6,7,7,5,3,3,7,7,7,7,1
176,2,27,4,2,3,3,3,3,2,2,5,2,5,3,3,1,3,1,4,2,3,1,2,3,2,2,3,3,2,1,2,1,1,4,1,2,1,4,2,1,1,3,2,2,3,3,1,2,2,1,2,1,2,4,6,2,2,5,6,1,1,4,6,5,6,5,4,7,6,6,3,6,5,6,5,5,3,3,3,2,2
177,2,66,1,4,1,5,1,2,1,6,6,1,6,6,2,1,1,1,1,1,1,1,3,1,3,4,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,3,4,4,4,2,1,3,1,1,1,1,2,2,1,9,2,9,1,2,1,6,6,7,7,7,6,7,6,7,7,7,7,4,6,7,7,6,6,6,1
178,2,41,2,5,1,6,1,1,2,4,6,2,6,5,1,1,1,1,1,1,1,2,3,1,3,3,2,2,4,1,2,1,1,2,1,1,1,3,1,1,2,3,4,4,4,2,1,1,2,2,1,1,2,1,1,8,3,8,1,1,1,2,3,1,7,5,7,6,7,7,6,7,7,6,5,6,5,5,5,3,5
179,2,33,2,7,1,6,1,6,1,7,6,1,7,3,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,2,1,1,2,1,1,1,2,4,1,1,3,4,3,4,3,2,4,1,1,1,1,2,3,7,7,3,6,5,2,2,3,3,2,3,7,5,2,2,7,7,7,5,7,7,7,6,6,6,3,1
180,2,55,2,2,2,7,2,2,2,2,5,1,6,2,1,1,1,1,1,1,1,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,2,1,1,1,1,1,1,2,4,4,5,1,9,1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6
184,2,30,1,5,1,4,1,2,2,6,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,3,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,3,1,2,1,1,2,6,6,6,4,5,5,5,1,5,6,2,6,6,6,7,2,7,6,7,7,7,6,6,5,4,4,2,6
185,2,31,1,4,2,3,1,1,1,4,6,1,5,4,2,3,3,1,2,3,4,2,3,3,3,3,4,2,2,3,2,2,3,3,2,4,2,2,3,3,2,3,3,4,3,3,2,2,3,1,2,1,2,2,1,2,1,7,5,2,2,5,6,5,4,6,6,5,6,5,4,4,7,6,5,5,6,5,5,5,5
186,2,60,6,2,2,5,1,4,4,1,6,1,6,2,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,5,3,9,6,4,2,2,2,5,6,6,6,7,7,4,4,3,4,7,5,3,3,5,5,5, ,1,4
187,2,32,4,4,4,3,2,3,4,4,4,3,3,3,2,2,2,2,3,3,3,2,3,4,2,3,4,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,1,2,2,2,6,6,6,7,6,1,4,5,6,5,5,5,5,4,4,4,3,5,4,6,4,5,5,4,4,4
188,2,70,1,1,2,3,1,1,1,1,7,1,7,6,1,1,2,1,1,1,3,1,1,1,3,4,3,2,2,3,1,1,1,1,1,1,1,1,3,2,1,4,2,3,3,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,5,6,5,5,4,6,7,6,6,7,1,7,7,6,7,7,6,7,6,7
189,2,29,2,1,1,5,1,1,1,1,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,2,2,2,1,1,1,1,1,1,2,2,1,9,2,8,2,2,2,5,5,5,6,6,5,6,3,6,6,7,5,7,7,7,3,3,5,2,1
190,2,46,4,2,2,6,2,2,2,2,6,2,3,2,1,1,1,1,1,1,1,1,1,3,3,3,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,2,3,1,2,2,1,9,2,3,2,2,1,4,5,6,6,5,6,7,7,7,7,7,6,6,5,5,5,5,5,6,6
191,2,37,1,6,1,6,1,1,1,6,7,1,7,1,2,1,2,1,1,1,2,1,3,1,2,4,3,1,4,1,1,1,1,2,1,1,1,3,2,1,1,3,4,3,3,3,1,1,1,1,1,1,2,2,2,3,1,9,1,1,1,5,6,6,7,6,5,7,1,4,7,7,7,7,5,7,4,4,6,4,7
192,2,41,3,4,4,5,3,2,2,4,5,2,6,4,2,1,1,1,1,1,1,1,3,2,3,3,2,2,2,3,2,1,1,2,1,3,1,2,2,1,2,3,4,3,3,2,1,2,3,1,1,1,2,2,2,2,2,8,1,1,2,5,5,5,5,6,5,7,7,7,7,7,7,6,6,6,5,5,5,5,5
193,2,46,5,6,1,6,1,2,6,6,7,3,7,4,2,1,2,1,2,1,3,1,3,1,3,4,4,4,4,2,1,1,1,1,2,2,1,1,2,1,1,3,4,4,4,3,4,3,1,1,1,1,2,3,1,4,1,9,1,1,1,6,6,7,6,3,2,7,2,7,7,1,7,7,7,7,5,4,4,5,6
194,2,56,3,2,2,6,2,2,5,2,5,4,6,5,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,7,3,3,6,6,6,5,5,5,5,5,5,3,6,7,4,7,4,4,4,4,5,5,5,5,3
195,2,25,1,7,1,7,1,6,1,7,7,1,7,5,1,1,1,1,1,1,1,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,1,1,1,1,2,2,2,7,1,2,2,2,2,2,3,1,2,3,3,7,4,4,4,7,3,2,5,5,5,5,5,2,4
196,2,49,3,2,3,5,3,2,3,3,5,4,7,5,1,1,1,1,1,1,1,2,1,1,3,3,2,1,2,1,2,1,1,1,1,1,1,1,1,1,3,2,2,3,3,1,2,1,1,1,1,1,3,2,5,4,5,6,3,4,2,6,7,7,7,7,6,1,6,6,4,7,7,3,5,6,5,5,5,5,5
198,2,34,4,7,4,7,6,6,5,6,7,6,5,6,3,4,3,4,4,2,3,2,3,3,3,3,4,2,4,1,4,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,4,2,1,2,3,1,4,8,8,8,8,2,6,3,5,6,7,4,7,7,7,7,5,4,6,7,3,6,6,6,7,7,7,7,4
199,2,60,5,6,1,6,1,5,1,6,7,1,7,1,1,1,1,1,1,1,1,4,1,3,3,4,3,1,4,4,1,1,1,3,1,1,1,1,1,3,1,4,4,3,4,3,1,4,1,1,1,1,2,2,6,8,3,6,1,2,1,2,5,1,2,4,6,7,1,5,5,1,4,4,5,6,3,5,7,1,1
201,2,35,2,4,5,4,5,3,2,4,6,2,5,2,1,1,1,1,1,1,1,1,3,1,3,3,2,3,2,2,2,1,1,1,1,1,1,1,1,1,2,3,3,3,2,1,3,2,1,1,1,1,2,6,8,8,8,2,6,6,4,6,6,4,6,6,4,7,5,7,6,7,3,5,5,5,5,5,5,3,1
202,2,50,1,4,1,5,1,1,1,5,5,1,5,5,1,1,1,1,1,1,1,1,3,1,4,4,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,2,3,1,1,1,1,2,2,3,4,1,9,1,1,1,6,7,7,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,3,5
203,2,48,1,1,1,7,1,1,1,1,7,1,7,3,1,1,2,2,2,1,2,2,2,1,4,4,3,3,3,1,1,2,1,1,1,1,2,1,1,1,1,4,4,4,4,3,1,4,1,1,2,1,2,2,2,1,9,9,2,2,1,2,6,7,6,6,6,6,5,7,7,7,7,5,6,7,7,7,7,7,7
204,2,42,1,6,1,7,1,1,1,6,5,1,5,6,1,1,1,1,1,1,1,1,4,1,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,3,1,1,1,1,1,1,2,1,1,1,1,9,2,2,2,5,4,7,7,5,7,7,7,4,7,7,7,7,7,7,7,7,7,4,7
205,2,48,2,5,1,6,1,2,1,5,6,1,4,4,1,1,1,1,2,1,1,2,2,1,2,4,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,1,1,1,1,1,1,2,6,6,6,3,6,2,2,2,5,5,5,5,5,6,4,5,4,7,7,5,3,5,6,3,5,6,2,1
206,2,48,1,6,1,5,1,3,4,6,5,2,3,2,1,2,1,1,1,1,2,1,1,3,3,3,2,3,4,1,1,1,1,2,1,1,1,2,1,1,2,2,4,3,3,2,3,3,1,1,1,1,2,1,2,5,3,9,1,1,1,3,6,6,7,7,7,7,1,7,6,7,6,7,7,7,5,5,5,3,5
207,2,41,2,1,5,7,2,5,7,2,5,2,3,1,1,1,1,1,3,1,1,2,4,4,4,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,1,1,1,4,1,1,2,9,9,9,9,1,1,2,1,6,6,2,7,7,3,5,7,4,4,3,1,1,5,5,2,5,5,1,1
208,2,60,1,4,1,6,1,2,4,4,5,1,6,6,1,1,1,1,1,1,1,1,2,1,4,4,2,2,4,1,2,1,1,1,1,1,1,1,1,1,2,3,1,4,3,1,2,3,1,1,1,1,2,6,8,8,8,1,3,2,1,6,6,6,6,7,6,2,6,6,7,6,2,5,5,6,5,5,5,4,2
209,2,31,1,6,4,6,5,1,1,7,6,1,6,7,1,1,1,1,1,1,1,1,3,1,4,4,2,3,4,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,3,2,3,3,4,1,1,1,2,3,4,8,1,3,1,1,1,7,6,6,6,4,5,1,1,6,7,7,7,1,1,5,2,2,2,2,2
210,2,38,1,3,1,7,1,1,1,1,6,1,6,2,2,1,2,1,1,2,2,1,2,1,1,3,1,3,3,1,1,1,1,3,1,2,1,1,1,1,1,2,4,4,4,2,3,4,4,1,1,1,2,3,3,4,1,9,1,1,1,3,6,5,6,7,7,1,3,5,7,7,7,2,1,1,5,6,6,6,1
211,2,32,1,5,1,4,1,1,1,5,5,1,5,5,1,1,2,1,1,1,2,2,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,3,3,3,2,1,2,1,1,1,1,2,1,1,1,1,9,1,1,1,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,5,5
212,2,48,1,3,1,5,1,3,1,2,6,1,6,2,1,1,1,1,2,1,1,1,2,1,3,3,1,1,3,2,3,3,1,1,1,1,1,2,1,2,1,1,2,3,3,2,2,2,1,1,3,1,1,6,6,7,4,6,3,2,2,4,5,4,4,5,6,6,6,7,6,1,5,7,7,6,5,5,5,3,1
213,2,45,1,1,1,5,1,1,1,2,4,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,8,9,7,1,7,2,1,3,6,2,3,7,6,5,7,4,5,7,3,5,5,6,5,7,6,2,1
214,2,39,1,7,5,6,1,3,1,7,6,1,6,7,2,3,3,3,3,1,1,2,3,3,3,3,3,3,3,2,1,2,1,3,3,3,3,4,1,1,2,2,4,4,3,2,2,2,2,1,2,1,2,4,9,2,1,8,7,5,4,5,5,6,6,6,3,2,1,5,6,7,5,6,6,6,6,6,6,4,7
216,2,32,2,6,2,6,2,6,2,6,6,2,6,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,1,1,4,1,1,1,1,2,1,1,9,1,1,2,2,2,6,6,6,2,6,6,6,2,4,7,7,1,6,6,6,1,1,1,1,4
218,2,19, , , , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,6,5,1,4,4,1,1,1,1,1,1,1,1,1,3
219,2,56,2,5,1,5,1,2,6,5,6,5,6,5,2,1,1,2,3,1,2,3,2,1,3,2,2,2,3,1,2,3,1,3,2,2,3,3,2,1,1,1,2,3,2,1,1,1,1,1,3,1,2,4,4,6,3,5,2,2,2,6,6,7,7,7,6,6,1,7,4,7,5,3,5,6,2,2,2,1,2
220,2,52,7,4,1,6,1,1,1,4,7,1,4,4,1,1,1,1,3,1,1,1,1,1,3,3,1,1,3,1,3,3,1,1,1,1,1,4,1,1,1,3,3,3,3,3,3,3,3,1,3,1,2,4,4,1,1,9,1,1,1,7,7,7,7,7,7,5,7,7,7,7,7,7,4,7,7,7,7,7,7
221,2,39,3,3,2,6,3,2,3,5,2,3,6,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,3,3,1,1,1,1,1,1,1,2,1,1,3,2,8,2,1,2,5,6,4,6,5,4,7,7,7,7,7,6,7,4,3,6,5,6,3,2
222,2,26,2,6,2,6,2,2,2,6,7,2,7,6,2,1,1,1,1,1,2,3,3,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,1,1,2,1,1,1,1,2,5,4,9,9,1,2,2,2,6,7,6,7,7,5,2,1,4,7,7,5,3,2,2,6,6,5,2,2
223,2,26,6,6,6,5,4,4,6,6,5,4,4,5,3,4,4,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,2,2,2,3,3,4,4,3,2,3,3,2,3,3,4,3,4,2,2,3,2,2,2,4,5,6,5,7,6,5,6,6,5,4,4,3,3,5,5,5,5,5,4,5,6,6,5,5,4
225,2,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,2,8,5,4,2,2,3,3,3,5,4,4,4,1,1,4,7,5,4,3,1,1,1,1,2,2,2
226,2,32,1,6,1,4,1,6,1,6,7,1,6,6,1,1,1,1,1,1,1,1,3,1,1,3,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,3,1,1,1,1,2,5,5,9,5,1,6,3,5,5,5,5,3,5,5,2,5,7,6,7,3,3,3,4,5,3,3,5,4
227,2,47,3,1,4,6,5,5,4,1,7,4,7,5,2,2,1,2,1,1,1,3,1,2,3,4,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,3,3,3,3,2,2,1,2,2,1,2,5,6,9,9,1,4,4,5,5,5,3,4,7,6,1,1,7,6,6,5,2,1,1,7,7,7,7,2
228,2,33,2,1,5,7,4,1,3,2,3,6,4,5,2,1,1,1,1,1,3,1,4,3,2,4,3,3,4,1,1,1,1,2,1,1,1,1,1,1,1,3,2,4,3,2,1,1,1,1,1,1,2,1,4,3,1,8,2,2,3,6,7,6,7,7,5,6,7,5,6,7,7,6,6,6,5,6,5,6,6
229,2,30,1,7,1,4,1,3,2,6,5,1,3,3,1,1,1,1,1,2,1,1,2,1,3,3,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,4,3,3,1,2,1,1,1,1,1,3,2,1,6,1,5,7,2,1,6,6,5,5,6,5,6,1,7,6,7,4,6,6,6,5,5,5,3,3
230,2,34,2,5,2,3,2,1,1,1,6,1,6,1,1,1,1,1,1,2,1,1,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,8,1,1,1,6,6,6,6,6,6,1,2,4,6,6,6,5,5,5,5,5,5,5,7
231,2,57,4,2,2,7,2,3,3,2,6,1,6,6,2,1,1,2,2,1,1,1,2,1,4,4,2,4,3,1,1,2,1,1,2,1,1,3,1,1,1,4,4,4,3,1,3,3,1,1,1,1,2,2,2,5,7,2,4,3,3,5,7,7,7,6,5,7,6,7,7,7,7,7,7,7,6,6,6,5,6
232,2,27,1,1,1,4,1,1,1,1,4,1,4,1,3,1,2,1,3,1,3,1,4,1,1,3,1,1,3,3,1,1,1,3,1,1,1,3,1,1,1,3,3,3,3,2,1,1,3,1,1,1,2,2,2,3,1,9,1,1,1,5,5,5,5,6,2,6,6,6,6,7,7,7,6,6,2,2,2,2,2
233,2,34,1,7,1,7,1,4,1,7,7,1,7,5,2,1,1,1,1,2,4,1,3,3,4,4,3,4,4,4,1,1,1,1,1,2,1,1,4,4,1,4,4,4,4,3,3,4,3,1,1,1,2,2,1,6,1,3,2,2,1,5,7,5,7,7,6,2,7,4,7,7,6,7,7,7,7,7,7,5,6
234,2,25,2,6,1,6,1,3,5,6,6,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,3,2,6,5,6,3,6,5,2,6,6,7,7,4,4,6,2,7,7,6,3,2,2,3,1
235,2,29,2,6,5,5,2,5,5,6,6,5,6,5,2,2,2,1,3,3,3,2,2,3,2,3,2,3,3,1,1,2,1,2,2,2,1,2,1,1,2,3,3,2,2,2,3,3,1,1,2,1,2,3,5,7,7,5,2,2,2,5,6,5,5,6,5,3,5,4,6,7,5,5,5,5,3,3,3,2,2
237,2,28,1,5,3,4,2,2,2,6,7,2,6,5,2,1,1,1,1,1,2,2,3,2,3,4,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,3,4,3,4,2,3,2,3,2,1,1,2,1,1,6,2,8,3,2,2,5,6,5,5,6,3,5,2,4,6,7,6,6,5,5,6,5,6,5,5
238,2,25,7,6,7,6,5,7,6,5,6,7,6,5,4,3,4,3,2,3,3,4,3,4,3,4,3,3,4,3,4,3,4,4,3,4,3,3,4,4,3,3,3,4,3,4,3,3,2,3,4,4,2,1,2,1,1,9,4,5,3,6,6,7,3,5,6,7,6,5,7,1,1,7,7,7,7,7,6,7,6
239,2,60,2,5,1,7,1,1,1,6,6,1,6,6,1,1,1,1,1,1,1,1,1,1,3,4,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,2,2,1,1,1,1,2,1,1,3,1,8,4,1,1,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2
240,2,39,1,1,1,1,1,1,1,1,7,1,1,1,2,1,2,1,1,1,1,1,3,1,3,3,1,1,3,3,1,1,1,3,1,1,1,3,1,1,1,3,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,9,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
242,2,29,2,4,1,4,1,1,1,4,4,1,4,5,1,1,1,1,1,1,1,2,3,1,2,3,2,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,3,3,1,2,3,1,3,1,1,3,1,2,9,5,2,8,3,1,4,5,6,5,3,5,5,5,4,6,5,7,7,6,5,6,5,5,4,4
243,2,45,1,4,4,6,1,4,4,4,7,4,7,4,2,1,1,1,1,1,1,1,4,1,3,4,2,4,4,1,1,2,1,2,1,1,1,1,1,1,1,2,3,3,3,1,3,4,1,1,2,1,2,2,9,8,8,3,2,2,1,6,5,5,5,6,5,3,1,7,7,7,2,7,5,5,5,4,4,5,6
244,2,30,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,9,1,1,1,5,4,2,5,6,4,6,6,5,4,7,4,5,4,4,4,4,4,2,4
245,2,31,2,2,4,2,6,3,6,4,3,2,5,6,2,3,2,1,2,3,2,1,1,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,3,2,2,2,1,1,2,1,1,7,6,3,5,5,5,2,5,2,5,6,6,4,6,2,7,2,4,2,5,4,2,2,3,5,1
246,2,37,1,4,1,5,1,3,1,5,4,1,6,3,1,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,3,1,1,3,1,1,1,1,1,1,2,1,3,2,3,1,1,3,1,1,1,1,2,1,2,9,5,8,4,3,4,5,5,5,5,6,7,2,4,6,5,7,5,7,6,6,2,2,2,2,2
