Participant_ID,Participant_Sex,Participant_Age,Participant_LTR,Partner_Number,Had_Sex,Age_Sex,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14
181,1,27,0,5,1,21,1,1,6,6,5,4,5,5,6,4,5,6,4,7,5,5,6
91,0,26,1,3,1,18,5,1,4,5,7,6,7,7,6,6,5,4,7,6,6,7,7
122,1,26,1,2,1,25,1,1,3,5,3,5,3,4,6,5,6,7,3,7,4,6,7
169,1,26,1,6,1,15,2,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7
222,1,26,1,4,1,16,4,1,1,2,1,5,6,2,6,2,2,2,6,7,2,7,6
223,1,26,1,3,1,21,4,1,10,6,5,5,6,6,5,4,4,6,6,5,4,4,5
262,1,26,1,6,1,17,6,1,2,5,7,7,2,2,6,2,1,1,2,7,2,7,6
350,0,26,1,1,1,25,1,1,1,4,4,5,4,5,6,5,5,4,5,5,5,5,5
121,0,26,0,12,1,15,13,1,0,6,6,7,7,7,7,4,7,6,7,7,5,7,6
354,0,26,0,10,1,13,30,10,5,1,7,7,1,1,7,1,1,5,1,7,6,7,1
25,0,25,1,2,1,25,2,2,3,6,5,3,6,6,7,6,7,6,5,6,5,6,6
77,0,25,1,4,1,19,2,1,2,6,4,3,6,5,6,5,4,6,3,4,5,5,2
98,0,25,1,3,2, ,0,0,0,1,1,7,5,1,4,1,1,1,2,5,1,6,5
109,0,25,1,4,1,19,2,1,5,1,1,7,2,1,5,1,1,1,2,7,1,7,3
111,0,25,1,2,1,19,2,2,3,6,4,4,5,4,5,5,6,4,5,5,5,6,5
128,1,25,1,5,1,14,5,1,0,4,5,6,6,5,5,4,6,3,5,7,1,7,7
238,1,25,1,1,1,21,1,1,1,7,6,7,6,7,6,5,7,6,5,6,7,6,5
256,1,25,1,2,1,16,15,1,1,6,5,6,4,5,6,6,4,7,3,5,6,5,6
285,1,25,1,3,1,20,3,1,20,3,7,7,7,1,7,1,1,1,7,7,2,4,1
318,0,25,1,6,1,16,6,1,8,3,4,3,5,4,4,3,2,3,5,5,4,6,2
325,0,25,1,3,1,20,2,3,2,6,5,4,6,7,5,4,7,5,4,6,7,4,6
330,0,25,1,5,1,18,5,2,2,4,5,6,5,6,5,5,4,5,5,4,5,4,5
341,0,25,1,1,1,21,1,1,1,6,4,5,6,5,5,4,5,6,4,6,4,5,4
397,0,25,1,2,1,19,1,1,3,6,5,6,5,6,5,6,6,4,4,4,5,4,5
195,1,25,0,1,1,24,4,1,0,1,1,7,7,1,7,1,6,1,7,7,1,7,5
234,1,25,0,1,1,20,1,0,0,2,5,5,6,1,6,1,3,5,6,6,5,6,5
27,0,24,1,6,1,18,8,3,12,5,6,7,6,2,7,2,6,5,6,7,5,6,5
123,1,24,1,1,1,23,1,1,1,6,5,3,4,5,3,4,5,3,5,6,4,2,4
132,1,24,1,1,1,21,1,1,1,7,7,5,4,5,5,4,4,4,4,5,4,5,5
269,1,24,1,5,1,16,20,1,4,1,1,4,5,5,6,4,4,5,3,4,5,4,5
277,1,24,1,2,1,17,2,1,1,3,2,2,3,4,3,2,4,3,2,4,3,3,4
363,0,24,1,2,1,23,10,5,1,5,5,6,3,2,5,3,5,1,5,2,6,3,5
50,0,23,1,3,1,17,2,1,14,5,6,3,5,5,3,5,5,5,5,4,4,5,5
57,0,22,0,9,1,14,4,0,0,2,7,5,5,5,6,2,2,6,5,5,2,6,3
174,1,21,1,12,1,14,5,2,3, , , , , , , , , , , , , , 
388,0,21,1,1,1,21,1,1,4,1,1,1,6,4,7,5,7,5,7,7,6,7,1
218,1,19,0,0,2, ,0,0,0, , , , , , , , , , , , , , 
