Participant_ID,Participant_Sex,Participant_Age,Participant_LTR,Partner_Number,Had_Sex,Age_Sex,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14
318,1,25,1,6,1,16,6,1,8,3,4,3,5,4,4,3,2,3,5,5,4,6,2
319,1,35,3,2,1,22,1,0,0,2,7,1,1,2,6,2,7,7,4,1,6,2,1
321,1,30,1,2,1,24,2,2,2,3,2,1,2,1,2,2,5,5,5,6,6,5,5
322,1,32,1,12,1,21,4,1,18,1,7,7,7,4,7,4,7,4,7,7,1,7,3
323,1,33,2,7,1,26,5,1,0,2,7,6,7,1,5,1,4,2,7,6,2,6,5
324,1,32,1,5,1,21,4,1,4,2,6,7,6,1,5,1,5,3,7,5,3,4,7
325,1,25,1,3,1,20,2,3,2,6,5,4,6,7,5,4,7,5,4,6,7,4,6
326,1,45,1,2,1,25,1,1,10,1,1,1,4,4,5,1,1,1,1,5,1,5,2
327,1,28,1,3,1,18,2,2,2,5,5,3,4,5,3,4,5,6,3,3,3,4,4
329,1,43,1,15,1,18,14,1,1,1,1,6,1,1,6,1,1,1,1,6,1,6,5
330,1,25,1,5,1,18,5,2,2,4,5,6,5,6,5,5,4,5,5,4,5,4,5
331,1,39,2,8,1,19,8,1,0,1,7,6,1,1,6,1,3,1,1,6,1,6,4
332,1,34,1,5,1,18,11,2,2,3,5,5,5,3,6,3,3,3,4,5,3,4,3
334,1,50,1,12,1,15,10,1,2,5,5,6,6,5,5,3,5,5,5,4,5,4,5
335,1,30,1,5,1,23,1,1,8,1,1,6,6,4,5,1,1,1,6,6,1,6,2
336,1,34,1,1,1,27,1,1,5,6,4,3,4,5,4,3,5,6,4,5,4,5,4
337,1,37,1,3,1,21,3,1,10,6,6,6,4,5,5,5,7,5,3,6,6,5,7
339,1,47,2,2,1,28,3,0,0,5,6,6,4,2,4,2,6,2,4,5,2,5,6
340,1,66,1,3,1,20,1,1,4,2,4,5,4,1,5,1,1,4,4,7,1,7,5
341,1,25,1,1,1,21,1,1,1,6,4,5,6,5,5,4,5,6,4,6,4,5,4
342,1,29,1,7,1,16,7,1,22,1,7,6,6,1,7,1,6,6,6,7,6,7,7
343,1,62,1,10,1,18,4,1,4,2,2,6,2,1,5,1,2,2,2,4,2,4,2
344,1,30,1,2,1,18,3,1,1,5,4,3,3,5,5,3,3,4,5,4,3,3,5
345,1,27,1,2,1,22,2,1,1,5,3,5,6,3,3,5,6,4,3,5,4,6,5
346,1,53,1,10,1,17,4,1,1,5,3,5,5,5,4,7,6,2,6,5,2,4,6
347,1,32,1,5,1,20,5,1,1,4,4,5,4,5,3,5,4,5,5,4,5,2,5
348,1,47,1,1,1,27,1,1,1,5,4,5,4,3,4,3,2,2,2,5,2,6,2
349,1,32,1,1,1,31,1,1,2,4,6,4,5,5,5,4,4,5,6,6,5,5,5
350,1,26,1,1,1,25,1,1,1,4,4,5,4,5,6,5,5,4,5,5,5,5,5
351,1,30,1,1,1,16,2,2,2,5,6,4,4,4,5,5,3,5,6,6,5,5,5
352,1,33,1,4,1,16,2,1,10,6,4,7,7,5,4,6,7,4,7,4,6,7,5
353,1,34,1,6,1,16,6,1,15,1,4,5,6,1,5,4,5,3,6,6,3,7,5
354,1,26,2,10,1,13,30,10,5,1,7,7,1,1,7,1,1,5,1,7,6,7,1
356,1,37,1,3,1,21,4,4,1,5,4,5,6,5,4,6,5,4,5,6,5,6,4
357,1,27,1,7,1,18,7,1,11,2,2,2,5,5,6,2,5,2,6,6,2,5,6
358,1,43,1,1,1,22,4,1,30,1,2,6,4,4,7,1,4,1,4,7,2,7,6
359,1,42,1,2,1,28,1,1,3,2,2,5,1,3,7,2,4,2,1,7,4,7,1
361,1,39,1,3,1,15,5,1,17,5,3,6,5,5,5,5,4,6,6,6,5,4,6
363,1,24,1,2,1,23,10,5,1,5,5,6,3,2,5,3,5,1,5,2,6,3,5
364,1,29,1,5,1,17,9,1,3,5,3,4,2,5,3,4,3,3,6,5,3,5,4
365,1,32,1,3,1,25,1,1,20,2,6,4,1,2,7,2,2,1,1,7,1,7,5
366,1,34,1,3,1,22,8,1,2,2,4,6,7,5,4,5,2,4,7,7,1,7,6
367,1,28,1,2,1,21,3,1,35,3,5,5,6,5,5,5,6,6,5,4,4,3,4
368,1,32,1,1,1,26,1,1,35,5,6,5,6,5,5,5,5,6,5,6,5,5,6
370,1,56,1,20,1,18,30,1,10,5,5,5,2,5,5,2,2,3,2,6,2,6,2
371,1,30,3,1,2, ,0,0,0,4,2,3,4,3,4,4,1,3,1,3,4,1,1
372,1,28,1,2,2, ,0,0,0,5,3,5,3,5,3,4,2,3,4,3,4,3,4
373,1,45,1,8,1,17,7,1,7,1,7,7,7,1,7,1,1,4,7,7,1,7,7
374,1,29,2,10,1,17,11,0,0,2,6,6,5,6,6,1,4,1,5,7,1,6,2
375,1,49,1,1,1,25,2,1,10,1,2,5,6,2,7,2,3,5,6,6,4,6,7
376,1,28,1,3,1,22,2,1,1,5,2,4,5,5,5,3,4,5,5,3,5,3,6
377,1,28,1,2,1,19,2,1,0,1,1,4,5,1,4,1,1,1,5,7,1,4,5
378,1,29,1,6,1,18,4,1,8,1,5,6,6,1,6,1,5,4,6,6,1,6,6
379,1,27,1,3,1,16,7,6,8,1,1,7,1,4,7,4,2,4,4,4,4,2,2
380,1,31,1,2,1,17,1,1,18,1,4,6,7,1,6,1,1,1,6,7,1,6,5
381,1,31,1,12,1,14,10,1,5,1,1,7,7,1,7,1,2,1,7,6,1,6,7
382,1,43,1,12,1,19,10,1,2,6,6,4,3,4,3,5,3,3,5,5,2,4,4
384,1,29,1,1,1,18,1,1,1,6,4,4,5,4,7,6,4,6,5,3,5,5,3
385,1,27,1,2,1,20,2,1,1,1,5,6,5,1,7,1,1,1,6,7,1,6,6
387,1,57,1,22,1,17,17,1,6,4,5,6,6,4,6,3,3,4,6,6,4,6,6
388,1,21,1,1,1,21,1,1,4,1,1,1,6,4,7,5,7,5,7,7,6,7,1
389,1,29,1,4,1,24,3,1,5,1,7,7,7,1,7,1,1,1,7,7,1,7,7
390,1,38,2,5,1,16,5,1,10,5,4,3,5,6,5,2,3,4,2,6,3,3,1
391,1,32,2,0,2, ,0,0,0,1,4,6,2,1,7,1,1,2,6,6,5,6,6
392,1,30,1,5,1,17,5,1,15,2,6,3,4,1,5,2,5,4,3,4,2,4,4
393,1,40,1,8,1,21,5,1,10,1,2,6,6,1,6,2,2,1,6,5,1,5,5
394,1,62,1,12,1,14,7,1,2,3,6,6,1,2,5,1,1,1,1,7,1,7,4
395,1,33,1,3,1,8,3,2,1,3,4,6,2,2,7,2,6,6, ,6,5,7,2
396,1,42,1,5,1,15,20,1,12,4,4,5,4,4,5,4,5,4,4,6,4,5,5
397,1,25,1,2,1,19,1,1,3,6,5,6,5,6,5,6,6,4,4,4,5,4,5
398,1,36,1,2,1,24,1,1,4,1,7,3,1,1,4,1,1,1,1,6,1,5,3
399,1,35,2,12,1,17,18,2,0,1,7,5,5,6,5,4,6,3,5,6,3,5,3
400,1,33,1,26,1,17,26,1,20,5,7,7,5,5,7,7,6,7,5,7,5,7,5
