Participant_ID,SEX,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Education_Level,Family_Income,Participant_LTR,Dating_Length,Relationship_Satisfaction,Probability_Leave_Current_Partner,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,SEXUALACTIVE,SEXPARTYEAR,Orientation,GenHealth1,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11_rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS25,CMVS24_rc,CMVS25_rc,CMVS26_rc,VIEWS_OPPOSITE,SOCIALITY,PARENTING,WEALTH_OLD,WEALTH_NEW,LOOKS_OLD,LOOKS_NEW,RELATIONSHIP_HISTORY_OLD,RELATIONSHIP_HISTORY_NEW,FEAR_FAILURE_OLD,FEAR_FAILURE_NEW,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6_rc,SOIR7,SOIR8,SOIR9,SOIBEHAVIOR,SOIATTITUDE,SOIDESIRE,SOITOTAL,SDQ1,SDQ2,SDQ3,SDQ4,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,BFFB1,BFFB2_rc,BFFB3,BFFB4,BFFB5,BFFB6_rc,BFFB7,BFFB8_rc,BFFB9_rc,BFFB10,BFFB11,BFFB12_rc,BFFB13,BFFB14,BFFB15,BFFB16,BFFB17,BFFB18_rc,BFFB19,BFFB20,BFFB21_rc,BFFB22,BFFB23_rc,BFFB24_rc,BFFB25,BFFB26,BFFB27_rc,BFFB28,BFFB29,BFFB30,BFFB31_rc,BFFB32,BFFB33,BFFB34_rc,BFFB35_rc,BFFB36,BFFB37_rc,BFFB38,BFFB39,BFFB40,BFFB41_rc,BFFB42,BFFB43_rc,BFFB44,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,IPC1,IPC2,IPC3,IPC4,IPC5,IPC6,IPC7,IPC8,IPC9,IPC10,IPC11,IPC12,IPC13,IPC14,IPC15,IPC16,IPC17,IPC18,IPC19,IPC20,MEANIPC
59,0,54,1, , ,2,4,2, , , ,12,1,15,2,45,2,0,39,1.15384615384615,1,2,5,3,6,1,5,6,5,6,5,1,5,4,5,3,3,4,2,5,1,3,4,1,3,5,4,5,5,3,6,6,5,7,4,4,4,7,5,4,3,3,5,6,6,2,2,5,3,4,5,2,4,6,4,5.33333333333333,4.8,3.33333333333333,5.5,5.66666666666667,2,3,3.5,4,5,4.66666666666667,3,8,9,8,8,9,6,2,3, , , , ,5,3,3,3,.394169620347785,-.349201374296671,.180102342514866,-1.01302065400516,5,2,4,2,4,4,4,4,1,5,4,5,5,2,4,4,5,3,3,5,4,2,3,2,4,2,3,5,3,4,4,5,4,2,3,4,4,4,2,4,4,4,4,4,3.875,3.77777777777778,4,1.5,4.1,5,6,5,5,7,7,6,5,6,6,5,5,6,3,3,2,2,6,5,5,5
60,0,66,2,3, ,4,1,1,5,7,1,6,1,24,2,13,1,5,42,.30952380952381,1,1,2,3,4,4,3,6,4,5,3,4,6,2,5,4,5,7,5,7,5,4,5,5,6,6,6,5,1,1,1,1,1,2,2,3,2,3,5,1,2,2,3,4,3,2,1,1,2,2,2,4,2,4,4,1.16666666666667,3,1.66666666666667,3.5,3.33333333333333,1.5,1.33333333333333,2,2,3,3.33333333333333,2,7,8,7,9,8,9,7,9, , , , ,6,3,2,6,1.23035604039193,-.349201374296671,-.604629292728481,1.26317473387174,3,2,4,5,3,3,2,3,4,4,2,4,4,5,3,2,2,3,5,3,3,4,4,4,3,3,3,3,4,4,1,2,4,4,2,3,2,4,5,4,3,3,4,3,2.5,2.66666666666667,3.66666666666667,3.5,3.2,6,4,5,5,6,6,6,5,5,5,5,3,3,4,4,2,2,5,4,5,4.5
61,0,76,1, , ,5,4,2, , , ,45,1,18,2,25,0,0,58,.431034482758621,1,5,5,5,4,1,6,4,5,5,5,1,4,5,4,1,1,2,2,2,3,6,6,6,2,1,1,1,4,5,5,5,5,5,5,5,5,5,5,4,5,5,7,7,7,4,4,6,4,4,5,4,1,4,4,4.83333333333333,5,4.66666666666667,7,7,4,4.66666666666667,4,4.33333333333333,2.5,3,1,8,8,8,8,8,6,5,6, , , , ,2,1,1,4,-2.11438963978465,-2.12430836030475,-1.38936092797183,-.254288858046192,2,3,4,2,4,2,4,4,2,4,4,4,4,2,4,4,4,4,2,4,2,2,2,2,4,2,4,4,2,4,2,4,4,2,4,2,3,2,2,4,4,2,4,4,2.5,3.33333333333333,3.55555555555556,1.5,4,5,5,5,5,4,5,5,5,5,5,6,6,6,6,6,5,5,3,3,3,4.9
62,0,59,1, , ,4,2,2, , , ,9,1,16,2,14,1,0,43,.325581395348837,1,4,2,5,5,1,1,5,2,4,5,2,5,5,5,2,1,2,2,4,1,1,1,1,4,4,1,3,3,3,4,5,4,6,4,4,4,4,5,1,2,2,6,6,6,3,3,5,4,3,4,3,2,5,2,4.16666666666667,4.2,1.66666666666667,6,6,3,3.66666666666667,3.5,3.66666666666667,3.5,3,2,5,5,7,6,8,4,3,4, , , , ,5,3,3,4,.394169620347785,-.349201374296671,.180102342514866,-.254288858046192,3,4,4,2,4,2,4,3,2,4,3,5,4,2,4,4,4,3,3,4,2,4,4,1,4,3,4,4,3,4,3,4,4,1,4,4,5,4,2,4,4,4,4,3,3,4.22222222222222,3.77777777777778,1.5,3.9,6,5,5,6,5,5,5,5,6,5,5,5,6,6,6,5,5,5,5,5,5.3
63,0,35,4, , ,2,6,1,5,11,1,10,1,15,2,12,1,8,20,.6,1,2,1,6,7,5,1,5,1,6,2,5,5,2,5,2,1,1,1,4,1,1,1,1,4,4,1,1,3,3,4,3,4,7,3,2,4,3,1,1,2,4,7,7,7,1,1,6,3,6,4,7,1,1,1,4,2.6,2.33333333333333,7,7,1,2.66666666666667,4.5,4.33333333333333,1,1,2,3,5,8,8,8,4,2,2, , , , ,4,4,2,4,-.44201679969636,.538352118707369,-.604629292728481,-.254288858046192,1,4,5,1,4,1,4,2,2,5,2,4,4,4,3,3,4,1,4,4,1,4,2,2,3,3,2,5,5,5,1,4,4,2,4,1,2,3,2,5,5,2,2,3,1.625,3.33333333333333,3.11111111111111,1.875,4.1,4,5,5,5,4,4,4,4,5,5,6,7,7,7,7,5,5,4,5,4,5.1
64,0,46,1, , ,5,3,1,5,8,2,7,1,20,2,10,1,4,26,.384615384615385,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,5,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4.33333333333333,6,4.33333333333333,4,4,3,2.66666666666667,3,3.33333333333333,4,4,2,5,3,5,5,5,5,5,5, , , , ,4,3,3,4,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192,3,4,4,3,3,2,4,2,2,4,3,3,4,4,3,3,4,3,4,3,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.625,3.33333333333333,3.11111111111111,2.375,3.1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
65,0,48,1, , ,4,3,1,5,1,10,3,1,20,2,3,1,0,28,.107142857142857,1,2,1,1,2,7,1,7,1,5,3,7,4,1,4,5,1,1,1,4,1,1,5,1,1,1,1,1,2,2,5,4,1,1,7,7,7,7,7,1,1,1,7,7,7,2,2,2,2,7,1,6,1,2,2,2.5,7,1,7,7,2,2,4.5,3.33333333333333,1.5,1.66666666666667,2,1,1,8,1,1,7,2,4, , , , ,6,5,4,6,1.23035604039193,1.42590561171141,.964833977758214,1.26317473387174,2,2,5,5,5,1,4,5,3,2,1,5,5,4,5,1,2,4,4,5,1,2,4,1,5,1,2,4,4,5,1,5,4,1,2,1,4,5,4,5,5,2,2,5,1.125,3.11111111111111,4.22222222222222,2.625,4.4,6,5,5,5,6,7,7,7,2,5,6,5,5,6,6,5,5,7,7,5,5.6
66,0,36,1, , ,4,4,2, , , ,5,1,23,2,2,0,0,13,.153846153846154,1,3,1,6,5,5,1,4,1,2,1,5,4,1,3,3,1,2,2,4,1,2,2,2,3,2,3,2,1,1,1,1,1,1,2,1,1,1,1,5,5,4,1,1,1,3,2,1,1,1,1,5,3,3,4,1,1.2,4.66666666666667,1,1,2.5,2,1,1,3,3.33333333333333,1,2,2,6,4,5,7,6,3, , , , ,5,4,4,4,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,2,4,3,2,1,2,4,3,3,3,2,5,3,2,2,2,4,3,4,2,2,4,3,3,2,2,3,2,2,2,2,4,3,3,3,2,4,3,2,2,2,3,3,2,2,3.88888888888889,2.88888888888889,2,2.1,5,3,3,3,5,6,6,4,3,4,5,3,3,5,5,3,2,5,3,5,4.05
68,0,28,1, , ,5,6,1,5,10,1,6,1,18,2,4,1,1,10,.4,1,3,7,4,5,5,2,4,2,6,2,6,7,2,7,7,1,7,2,7,4,1,4,1,7,7,7,5,5,6,5,2,6,1,6,6,7,6,7,7,7,7,1,1,3,7,7,2,1,1,4,7,7,1,7,4.16666666666667,6.4,7,1,1.66666666666667,7,5.33333333333333,1,2,4,5,2,2,2,8,6,8,9,9,9, , , , ,5,4,3,1,.394169620347785,.538352118707369,.180102342514866,-2.53048424592309,4,3,4,2,2,3,3,5,5,2,2,5,5,4,3,2,3,5,5,4,4,3,4,3,1,2,4,2,4,2,4,4,5,2,1,4,4,3,2,3,4,4,5,1,3.125,3.66666666666667,4.22222222222222,2.5,2.3,6,6,5,5,5,5,6,5,6,6,4,5,7,7,4,6,5,6,6,6,5.55
69,0,53,1, , ,2,3,1,5,11,1,1,1,19,2,1,1,5,34,.0294117647058824,1,2,1,4,5,2,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,3,3,1,3,6,6,7,6,7,5,5,5,7,5,1,3,4,7,7,7,3,3,7,4,7,5,4,1,4,1,5.83333333333333,5.4,2.66666666666667,7,7,3,4.33333333333333,5.5,5.33333333333333,2.5,2,2,2,2,1,1,1,6,6,6, , , , ,6,3,1,4,1.23035604039193,-.349201374296671,-1.38936092797183,-.254288858046192,1,5,4,3,4,1,5,4,3,3,3,5,5,2,2,4,5,5,4,4,1,5,4,2,4,2,4,4,2,4,2,5,4,2,2,2,5,4,4,4,4,4,3,2,2,4.77777777777778,4.11111111111111,2.25,3.3,5,5,5,5,5,6,7,4,6,7,5,6,6,7,6,6,6,6,6,6,5.75
73,0,35,1, , ,2,6,1,5,11,1,6,1,16,2,12,1,2,19,.631578947368421,1,5,2,6,6,7,1,6,7,5,2,7,5,1,6,7,1,4,4,6,1,1,2,1,2,4,3,1,3,2,3,5,3,7,3,3,2,3,3,1,1,1,4,3,4,1,1,2,3,3,4,2,3,6,3,3.83333333333333,2.8,1,3.5,3.66666666666667,1,1.33333333333333,3,3.33333333333333,4.5,4,2,2,3,1,2,5,5,3,2, , , , ,6,4,3,5,1.23035604039193,.538352118707369,.180102342514866,.504442937912773,4,2,4,2,3,3,3,4,2,4,4,4,4,3,3,3,5,3,1,3,4,4,5,3,4,3,3,3,1,3,3,3,3,2,3,4,4,3,2,3,3,3,3,3,3.5,3.44444444444444,3.55555555555556,1.5,3.2,6,6,6,5,4,4,5,4,4,4,4,4,4,4,5,4,7,5,6,5,4.8
74,0,69,1, , ,4,2,1,5,11,1,5,1,18,2,3,1,2,51,.0588235294117647,1,4,1,5,5,1,1,5,1,5,1,1,7,2,7,5,1,1,1,1,1,5,1,1,2,1,1,1,6,6,6,2,6,2,4,5,5,3,5,2,1,1,6,3,5,4,4,3,3,3,3,4,2,4,2,4.66666666666667,4.4,1.33333333333333,4.5,4.66666666666667,4,3.66666666666667,3,3,3,2.66666666666667,2,3,2,3,3,3,1,1,2, , , , ,4,3,3,3,-.44201679969636,-.349201374296671,.180102342514866,-1.01302065400516,5,5,5,1,5,5,5,1,1,5,3,5,5,1,5,4,4,5,1,5,4,4,5,1,5,4,5,5,2,5,5,5,5,1,4,5,4,5,1,5,5,5,5,5,4.375,4.66666666666667,4.55555555555556,.75,4.9,6,6,6,5,7,6,6,7,7,7,7,7,7,7,7,7,7,6,7,6,6.55
75,0,30,1, , ,2,2,1,5,9,1,20,1,16,2,20,1,15,14,1.42857142857143,1,3,1,1,1,1,1,5,1,1,1,1,6,1,7,1,2,2,1,3,1,1,1,1,3,1,1,1,6,6,5,3,6,1,7,6,7,5,7,4,7,6,1,1,1,4,4,6,7,5,7,1,7,7,7,4.5,6.4,5.66666666666667,1,1,4,4.66666666666667,6,6.33333333333333,7,7,2,4,7,6,1,4,5,3,6, , , , ,6,5,1,5,1.23035604039193,1.42590561171141,-1.38936092797183,.504442937912773,2,3,5,1,5,2,4,5,3,5,5,4,5,4,5,4,4,4,2,4,2,4,5,2,5,5,4,5,3,1,2,4,5,1,1,3,3,5,3,4,5,2,4,1,3.125,3.55555555555556,4.77777777777778,1.75,3.6,7,6,6,7,6,5,7,6,6,7,7,7,6,7,7,7,6,7,6,7,6.5
76,0,30,1, , ,5,8,1,5,10,1,5,1,16,2,16,1,10,14,1.14285714285714,1,4,2,2,6,6,2,6,2,6,5,6,7,4,6,6,2,2,2,4,2,2,2,2,4,4,6,2,2,2,2,3,2,3,3,3,3,2,2,2,1,2,5,5,6,2,2,2,2,2,2,2,6,6,2,2.33333333333333,2.6,1.66666666666667,5,5.33333333333333,2,2,2,2,6,4.66666666666667,2,5,6,9,9,9,8,7,6, , , , ,6,4,3,5,1.23035604039193,.538352118707369,.180102342514866,.504442937912773,2,5,5,1,4,2,5,4,1,4,4,5,5,2,4,4,5,4,2,2,1,4,4,1,4,4,4,5,2,2,2,5,5,1,3,2,5,4,2,4,4,4,4,2,2.625,4.66666666666667,4.44444444444444,1.125,3.3,6,6,6,6,6,6,6,5,6,6,7,7,7,7,6,6,6,7,6,6,6.2
77,0,25,3, , ,5,2,1,4,11,1,4,1,19,2,2,1,2,6,.333333333333333,1,5,6,4,3,6,5,6,5,4,6,3,4,5,5,2,3,4,6,4,3,6,5,4,5,3,2,2,3,2,4,3,3,2,4,2,3,3,4,3,2,2,3,2,3,2,3,2,2,2,2,2,5,6,6,2.83333333333333,3.2,2.33333333333333,2.5,2.66666666666667,2.5,2.33333333333333,2,2,5.5,5.66666666666667,2,2,2,7,6,5,7,6,7, , , , ,3,4,4,6,-1.27820321974051,.538352118707369,.964833977758214,1.26317473387174,5,2,3,2,4,3,4,2,3,4,5,2,3,4,5,4,3,2,2,3,2,5,2,3,2,4,2,3,4,3,4,4,4,2,3,2,2,4,3,2,2,5,2,3,3.625,3.22222222222222,2.77777777777778,2,3.1,5,4,3,5,6,4,3,5,6,4,6,4,4,3,6,6,5,3,6,6,4.7
78,0,34,2, , ,5,7,2, , , ,2,1,21,2,2,0,0,13,.153846153846154,1,3,3,3,5,6,2,3,3,3,2,5,4,2,4,2,2,2,2,5,2,3,2,3,5,5,5,4,7,7,7,7,6,6,7,6,7,6,6,4,4,4,6,7,6,2,2,7,6,7,7,1,6,7,6,6.66666666666667,6.4,4,6.5,6.33333333333333,2,3.66666666666667,6.5,6.66666666666667,6.5,6.33333333333333,1,1,1,8,8,8,4,4,2, , , , ,6,5,5,4,1.23035604039193,1.42590561171141,1.74956561300156,-.254288858046192,2,2,4,3,3,2,2,4,4,3,3,4,4,4,3,1,1,4,4,3,2,2,4,3,3,3,2,4,4,4,2,2,3,3,3,2,3,4,2,4,3,3,4,3,2.125,2.33333333333333,3.88888888888889,2.5,3.2,3,2,2,2,3,6,5,5,3,5,4,5,5,2,2,2,2,6,5,5,3.7
79,0,27,3, , ,4,3,1,4,11,1,4,1,18,2,10,2,15,9,1.11111111111111,1,5,6,4,7,7,1,7,1,6,7,7,7,4,7,7,1,1,1,3,1,1,1,1,5,3,1,1,2,1,2,3,2,3,4,4,4,5,1,1,1,1,6,7,7,1,1,3,2,3,2,5,1,3,1,2.16666666666667,3.6,1,6.5,6.66666666666667,1,1.66666666666667,2.5,2.33333333333333,2,1.66666666666667,3,1,6,7,8,9,4,4,3, , , , ,5,4,1,6,.394169620347785,.538352118707369,-1.38936092797183,1.26317473387174,4,4,3,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,4,1,5,5,4,5,1,3,5,4,4,1,5,5,5,4,5,4.875,4.66666666666667,4.44444444444444,.75,4.8,5,6,6,6,7,5,5,7,7,7,6,7,7,7,7,7,7,7,7,7,6.5
80,0,63,1, , ,4,5,1,5,11,1,10,1,19,2,15,1,12,44,.340909090909091,1,3,2,2,6,4,2,6,2,5,6,6,7,2,7,7,4,1,1,7,1,1,1,1,4,6,6,4,2,3,3,4,3,6,3,5,4,3,3,2,2,2,5,6,6,2,4,5,2,6,4,5,2,3,2,3.5,3.6,2,5.5,5.66666666666667,3,3.66666666666667,4,4,2.5,2.33333333333333,2,4,6,1,1,5,4,5,3, , , , ,5,4,3,5,.394169620347785,.538352118707369,.180102342514866,.504442937912773,5,5,5,1,5,5,5,5,1,5,4,5,5,1,4,5,5,5,1,4,5,5,5,1,5,5,5,4,1,5,5,5,5,1,3,5,5,5,1,5,5,5,5,4,4.875,5,4.88888888888889,.75,4.5,6,7,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,7,7,7,6.6
81,0,33,6, , ,4,7,1,5,10,1,3,1,17,2,3,1,4,16,.1875,1,4,4,5,3,3,2,2,4,4,2,1,4,5,5,3,4,4,4,2,4,5,3,2,3,6,6,2,4,3,3,5,2,3,5,5,5,6,4,3,5,2,3,4,5,2,6,5,2,5,4,3,2,5,3,3.33333333333333,5,3.33333333333333,3.5,4,4,4.33333333333333,3.5,3.66666666666667,3.5,3.33333333333333,2,1,1,8,6,7,4,5,7, , , , ,5,5,4,5,.394169620347785,1.42590561171141,.964833977758214,.504442937912773,4,3,2,4,4,5,1,4,3,4,5,2,3,3,2,5,2,3,4,1,4,5,5,4,3,5,3,4,3,1,2,2,3,2,2,3,4,2,3,5,2,3,5,2,4.125,2.77777777777778,3.44444444444444,2.375,2.6,5,3,2,3,3,6,3,3,2,5,3,2,6,4,3,3,6,3,5,4,3.7
82,0,38,3, , ,5,1,1,5,9,2,5,1,32,2,1,1,5,6,.166666666666667,1,3,3,4,5,4,2,6,4,4,5,4,4,5,4,3,6,6,5,4,3,5,5,4,5,4,4,5,2,2,5,7,2,5,2,5,4,3,6,2,2,2,2, ,5,2,2,1,2,6,3,6,3,2,3,3.83333333333333,4,2, , ,2,1.66666666666667,4,3.66666666666667,2.5,2.66666666666667,2,2,2,4,5,5,1,6,2, , , , ,6,4,2,6,1.23035604039193,.538352118707369,-.604629292728481,1.26317473387174,1,3,5,4,4,1,5,2,2,5,5,5,5,4,4,4,3,4,4,4,2,3,2,2,4,4,2,4,5,4,2,4,4,4,2,4,5,4,4,4,3,4,2,4,2.875,3.77777777777778,3.55555555555556,2.75,3.8,5,4,2,2,4,4,5,4,4,3,4,5,5,5,3,4,5,5,4,5,4.1
83,0,38,3, , ,4,2,1,5,9,2,5,1,21,2,5,1,1,17,.294117647058824,1,3,3,3,5,5,3,5,3,5,5,5,5,5,5,5,3,3,3,4,2,3,2,3,4,5,4,3,3,3,3,5,3,5,3,3,3,3,2,2,2,2,3,4,4,3,3,3,3,3,3,3,2,5,2,3.66666666666667,2.8,2,3.5,3.66666666666667,3,3,3,3,3.5,3,2,3,3,6,6,6,2,2,2, , , , ,5,4,3,5,.394169620347785,.538352118707369,.180102342514866,.504442937912773,4,2,4,2,4,4,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,2,2,4,2,4,3,4,3,4,2,2,4,3.44444444444444,3.55555555555556,2.125,3.3,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,4.8
84,0,36,1, , ,2,8,1,5,11,6,4,1,21,2,4,1,20,15,.266666666666667,1,5,1,7,7,1,1,7,1,1,1,1,7,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,7,7,7,6,7,7,1,7,7,7,7,2.2,7,1,1,7,7,6.5,6.66666666666667,7,7,2,1,1,7,7,9,5,1,5, , , , ,6,4,3,6,1.23035604039193,.538352118707369,.180102342514866,1.26317473387174,3,5,5,1,3,2,5,4,1,5,4,5,5,1,3,5,5,5,2,5,3,5,5,1,5,3,5,5,1,5,3,5,5,1,1,3,5,5,5,2,2,5,5,5,3.25,5,4.88888888888889,1.375,3.6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
85,0,25,3, , ,4,3,1,4,6,9,1,2, ,2,1,1,1, , ,1,4,5,6,6,5,5,6,6,6,5,5,5,6,6,5,6,7,2,2,2,4,5,5,6,6,5,7,6,7,7,6,6,7,6,6,7,6,1,6,6,6,6,7,6,6,6,6,6,7,6,5,4,3,1,6.5,5.2,6,6.5,6.33333333333333,6,6,6.5,6.33333333333333,3.5,2.66666666666667,2,2,2,1,2,5,6,8,8, , , , ,5,3,2,3,.394169620347785,-.349201374296671,-.604629292728481,-1.01302065400516,4,1,4,1,3,3,4,3,2,4,4,2,5,4,4,3,3,2,4,4,3,4,3,2,5,3,2,3,4,3,4,2,3,2,2,3,2,3,4,3,3,3,3,4,3.375,2.55555555555556,3.22222222222222,2.125,3.5,5,7,7,6,6,6,5,6,7,6,6,6,6,6,6,6,6,6,7,6,6.1
86,0,51,1, , ,3,4,1,4,9,2,15,1,15,2,20,1,6,36,.555555555555556,1,4,2,5,5,5,2,7,2,3,3,5,6,3,6,5,2,3,2,5,2,2,2,1,4,4,5,4,3,3,3,4,3,5,4,4,4,3,3,2,2,2,5,5,5,2,2,3,2,3,3,4,3,4,3,3.5,3.6,2,5,5,2,2.33333333333333,2.5,2.66666666666667,3.5,3.33333333333333,2,6,6,7,5,5,6,6,6, , , , ,6,4,3,5,1.23035604039193,.538352118707369,.180102342514866,.504442937912773,4,4,4,1,5,3,4,3,1,5,4,4,5,3,4,4,4,3,1,4,3,3,4,1,5,4,4,4,2,5,3,4,4,1,5,3,4,4,1,4,5,4,4,4,3.5,3.88888888888889,3.88888888888889,1,4.6,6,6,4,5,5,5,5,4,5,7,6,6,6,6,6,4,4,5,5,6,5.3
87,0,45,1, , ,5,7,1,5,10,1,16,1,17,2,16,1,0,28,.571428571428571,1,3,1,7,7,3,1,5,1,4,1,2,7,1,6,1,2,2,1,1,1,6,6,1,7,6,3,1,3,2,2,6,3,5,5,3,3,3,3,7,2,7,5,7,7,4,3,3,3,4,6,6,2,2,2,3.5,3.4,5.33333333333333,6,6.33333333333333,3.5,3.33333333333333,3.5,4.33333333333333,2,2,2,6,8,8,7,8,6,2,2, , , , ,5,4,4,4,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,4,4,5,2,5,5,4,2,2,5,4,5,5,2,5,5,5,2,2,5,5,3,4,2,4,5,2,5,2,4,4,4,4,2,4,4,4,4,2,5,5,4,4,5,4.5,3.88888888888889,3.88888888888889,1.5,4.7,6,6,7,7,7,7,7,7,6,7,6,7,7,7,7,7,7,6,6,7,6.7
88,0,27,1, , ,4,5,1,3,9,7,2,1,16,2,1,2,1,11,.0909090909090909,1,4,4,6,3,5,5,3,3,6,3,6,3,5,3,6,3,6,2,6,4,5,2,5,4,5,3,5,4,6,3,6,5,3,5,3,6,3,3,3,6,4,3,6,3,5,3,5,3,6,4,3,3,5,3,4.5,4,4.33333333333333,4.5,4,4,4.33333333333333,4.5,4.33333333333333,4,3.66666666666667,3,7,5,4,7,6,5,8,5, , , , ,3,5,3,5,-1.27820321974051,1.42590561171141,.180102342514866,.504442937912773,2,2,2,4,3,2,2,2,4,4,3,4,4,2,4,3,4,4,4,3,2,2,4,2,2,4,3,4,3,2,2,2,4,4,2,2,2,3,2,4,1,2,2,3,2.5,2.55555555555556,3.22222222222222,2.5,2.8,2,5,3,6,4,6,3,3,6,3,3,5,3,4,6,3,6,4,5,3,4.15
89,0,36,1,5, ,2,7,1,5,11,1,10,1,15,2,50,3,20,21,2.38095238095238,1,5,1,7,7,5,1,6,1,1,4,5,7,1,7,5,2,1,1,4,1,1,1,1,6,5,1,1,1,1,2,3,1,4,7,2,3,2,4,1,1,1,7,7,7,1,1,1,1,1,1,6,7,2,1,2,3.6,1,7,7,1,1,1,1,4.5,3.33333333333333,4,7,9,9,9,9,3,3,1, , , , ,6,5,2,6,1.23035604039193,1.42590561171141,-.604629292728481,1.26317473387174,5,5,5,1,5,4,5,5,1,5,5,5,5,1,5,5,5,5,1,5,4,5,5,1,5,4,5,5,2,1,4,5,5,1,3,5,5,5,1,5,3,5,5,3,4.5,5,5,.75,4,6,6,5,5,6,6,6,5,6,7,7,7,7,7,7,7,7,7,7,7,6.4
90,0,61,1, , ,4,6,1,5,9,1,1,1,23,2,1,1,0,38,.0263157894736842,1,2,4,4,6,6,1,3,1,4,1,4,5,1,4,3,2,2,1,1,1,1,2,1,3,2,1,2,4,6,7,7,7,7,7,7,6,7,5,1,2,2,7,6,6,3,3,7,4,7,6,6,2,2,2,6.33333333333333,6.4,1.66666666666667,6.5,6.33333333333333,3,4.33333333333333,5.5,5.66666666666667,2,2,2,1,1,3,1,1,2,2,2, , , , ,5,4,4,3,.394169620347785,.538352118707369,.964833977758214,-1.01302065400516,2,2,4,3,4,2,4,2,4,4,2,3,4,5,4,3,4,3,5,5,3,1,4,4,3,3,4,4,5,3,2,4,4,3,2,2,2,4,4,5,3,4,4,4,2.375,3.11111111111111,3.66666666666667,3,3.7,5,6,6,6,7,7,7,6,5,6,6,6,7,7,6,4,4,6,6,5,5.9
91,0,26,1, , ,4,6,1,4,9,2,3,1,18,2,5,1,4,8,.625,1,4,5,7,6,7,7,6,6,5,4,7,6,6,7,7,2,4,3,5,1,1,3,2,6,5,4,1,6,6,6,6,7,4,5,5,5,5,6,7,7,7,3,3,5,7,7,7,7,6,7,7,5,1,1,5.83333333333333,5.2,7,3,3.66666666666667,7,7,6.5,6.66666666666667,3,2.33333333333333,2,2,3,8,8,8,5,5,7, , , , ,6,4,4,5,1.23035604039193,.538352118707369,.964833977758214,.504442937912773,4,3,5,1,5,2,5,2,1,5,5,5,5,4,5,5,5,5,3,5,4,5,3,1,4,3,4,5,4,5,3,4,5,1,1,5,3,5,2,4,5,5,4,3,3.875,4.33333333333333,4.33333333333333,1.5,4.2,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6.95
93,0,31,1, , ,5,8,1,5,11,1,1,1,21,2,1,1,6,10,.1,1,4,1,4,5,2,1,6,1,1,1,1,7,1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,3,2,2,1,1,1,7,7,7,4,4,4,4,4,4,4,4,4,4,4,2.8,1,7,7,4,4,4,4,4,4,2,2,2,1,1,1,1,1,1, , , , ,5,4,2,5,.394169620347785,.538352118707369,-.604629292728481,.504442937912773,4,4,4,1,4,4,4,2,2,5,4,2,4,1,5,4,4,2,1,4,4,5,4,1,2,3,5,4,2,4,4,5,4,2,4,4,5,4,2,4,4,4,4,4,3.875,4.22222222222222,3.55555555555556,1.125,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
