Participant_ID,SEX,Participant_Age,Participant_Ethnicity_1,Participant_Ethnicity_2,Participant_Ethnicity_3,Education_Level,Family_Income,Participant_LTR,Dating_Length,Relationship_Satisfaction,Probability_Leave_Current_Partner,Partner_Number,Had_Sex,Age_Sex,Participant_Primarily_Attracted,Participant_Lifetime_Sex_Partners,Past_Year_Sex_Partners,Past_Month_Sex,SEXUALACTIVE,SEXPARTYEAR,Orientation,GenHealth1,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11_rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS25,CMVS24_rc,CMVS25_rc,CMVS26_rc,VIEWS_OPPOSITE,SOCIALITY,PARENTING,WEALTH_OLD,WEALTH_NEW,LOOKS_OLD,LOOKS_NEW,RELATIONSHIP_HISTORY_OLD,RELATIONSHIP_HISTORY_NEW,FEAR_FAILURE_OLD,FEAR_FAILURE_NEW,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6_rc,SOIR7,SOIR8,SOIR9,SOIBEHAVIOR,SOIATTITUDE,SOIDESIRE,SOITOTAL,SDQ1,SDQ2,SDQ3,SDQ4,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,BFFB1,BFFB2_rc,BFFB3,BFFB4,BFFB5,BFFB6_rc,BFFB7,BFFB8_rc,BFFB9_rc,BFFB10,BFFB11,BFFB12_rc,BFFB13,BFFB14,BFFB15,BFFB16,BFFB17,BFFB18_rc,BFFB19,BFFB20,BFFB21_rc,BFFB22,BFFB23_rc,BFFB24_rc,BFFB25,BFFB26,BFFB27_rc,BFFB28,BFFB29,BFFB30,BFFB31_rc,BFFB32,BFFB33,BFFB34_rc,BFFB35_rc,BFFB36,BFFB37_rc,BFFB38,BFFB39,BFFB40,BFFB41_rc,BFFB42,BFFB43_rc,BFFB44,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,IPC1,IPC2,IPC3,IPC4,IPC5,IPC6,IPC7,IPC8,IPC9,IPC10,IPC11,IPC12,IPC13,IPC14,IPC15,IPC16,IPC17,IPC18,IPC19,IPC20,MEANIPC
281,1,32,1, , ,4,3,1,5,4,3,10,1,19,1,8,1,0,13,.615384615384615,1,4,5,5,6,3,3,5,3,4,4,4,3,2,5,4,1,2,4,2,1,1,2,1,5,3,2,4,3,4,4,2,2,3,5,5,5,5,5,2,3,4,6,7,7,4,4,3,4,5,3,5,2,3,4,3,5,3,6.5,6.66666666666667,4,3.66666666666667,4.5,4,2.5,3,2,1,1,5,2,3,2,1,1, , , , ,3,2,2,5,-1.27820321974051,-1.23675486730071,-.604629292728481,.504442937912773,3,4,4,4,4,3,3,4,4,4,2,5,5,4,4,3,4,3,3,4,3,5,3,3,4,2,4,4,2,5,3,3,4,2,3,2,5,4,3,4,4,4,3,4,2.625,4.11111111111111,3.77777777777778,2.5,4,4,2,3,2,5,7,5,4,4,5,5,5,6,6,6,5,4,5,4,6,4.65
282,1,34,8, , ,4,6,1,5,9,1,3,1,14,1,4,1,0,20,.2,1,3,1,7,5,7,1,5,1,2,1,7,6,1,5,7,1,1,4,5,1,1,1,1,5,2,1,1,3,2,5,7,5,5,2,1,4,6,1,7,4,6,7,7,7,3,3,6,4,7,6,7,1,1,1,4.5,2.8,5.66666666666667,7,7,3,4,5.5,5.66666666666667,1,1,2,2,2,9,9,9,7,2,1, , , , ,5,3,4,4,.394169620347785,-.349201374296671,.964833977758214,-.254288858046192,5,3,4,4,4,3,5,1,5,5,2,5,5,4,2,2,4,1,5,1,3,5,1,4,1,3,4,3,4,1,2,4,2,4,1,4,5,5,5,2,1,4,1,1,3,4.33333333333333,2.55555555555556,3.375,1.9,5,6,3,2,4,7,7,2,5,7,6,3,5,2,6,3,2,7,7,7,4.8
283,1,35,6, , ,4,2,1,5,11,1,0,1,20,1,3,1,30,15,.2,1,3,6,4,7,1,1,7,1,1,5,1,7,1,7,2,1,1,1,2,1,1,1,1,1,1,1,1,7,7,7,6,7,2,5,3,6,2,2,2,1,1,6,6,6,1,1,1,1,1,1,7,1,1,1,6,3.6,1.33333333333333,6,6,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1, , , , ,5,4,1,5,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773,4,5,5,1,5,2,5,5,2,5,4,5,5,1,4,4,4,5,1,4,3,5,5,1,5,5,5,5,2,4,3,5,5,1,2,4,5,4,1,4,5,4,4,5,3.625,4.77777777777778,4.77777777777778,.875,4.3,6,6,4,5,6,7,7,6,7,7,6,6,6,5,6,4,4,7,7,7,5.95
284,1,40,1, , ,2,6,1,5,10,11,10,1,16,1,8,1,3,24,.333333333333333,1,1,2,3,6,4,1,4,1,3,1,3,6,1,5,4,2,1,3,2,2,1,1,1,2,1,1,2,3,3,4,4,3,5,2,2,4,3,5,2,2,3,5,5,6,3,3,3,4,3,2,5,6,3,3,3.66666666666667,3.2,2.33333333333333,5,5.33333333333333,3,3,3.5,3,4.5,4,2,3,3,3,3,6,2,2,2, , , , ,4,3,2,4,-.44201679969636,-.349201374296671,-.604629292728481,-.254288858046192,4,4,5,4,4,2,5,5,4,4,4,5,5,4,3,3,5,5,4,4,2,5,5,3,3,2,4,5,4,3,2,5,5,4,2,4,5,5,4,4,3,5,2,3,2.875,4.77777777777778,4.66666666666667,3,3.3,6,6,5,5,6,7,7,6,5,6,7,7,6,6,6,5,5,6,5,6,5.9
285,1,25,8, , ,4,2,1,4,9,1,3,1,20,1,3,1,20,5,.6,1,3,3,7,7,7,1,7,1,1,1,7,7,2,4,1,2,1,1,5,1,1,1,1,4,1,1,1,4,4,3,3,4,4,6,6,6,3,5,7,2,7,7,7,7,4,4,4,3,4,5,7,1,1,1,3.66666666666667,5.2,5.33333333333333,7,7,4,4,3.5,4,1,1,2,2,2,9,9,9,4,3,3, , , , ,6,4,4,5,1.23035604039193,.538352118707369,.964833977758214,.504442937912773,4,4,4,3,4,2,4,2,2,4,4,4,5,4,4,4,4,1,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,2,2,3,4,4,4,4,2,4,2,3,3.125,3.77777777777778,3.33333333333333,2.375,3.5,3,3,3,3,3,6,6,3,6,6,6,7,5,5,6,6,5,7,5,5,4.95
286,1,38,3, , ,4,1,1,5,9,1,2,1,26,1,1,1,5,12,.0833333333333333,1,3,2,4,5,5,2,5,2,3,2,5,5,2,5,4,5,5,5,6,3,3,3,3,5,5,5,4,2,2,3,6,3,6,4,5,4,5,4,2,2,2,3,4,4,3,3,3,3,4,3,5,2,3,2,3.66666666666667,4.4,2,3.5,3.66666666666667,3,3,3.5,3.33333333333333,2.5,2.33333333333333,2,2,1,5,2,3,2,2,4, , , , ,4,4,2,3,-.44201679969636,.538352118707369,-.604629292728481,-1.01302065400516,3,2,4,2,4,3,4,4,2,4,4,2,4,4,4,4,4,4,3,4,4,4,4,2,4,4,3,4,3,4,3,4,4,4,3,2,3,4,3,4,2,4,4,4,3.375,3.33333333333333,4,2.25,3.7,5,6,6,6,5,5,5,6,6,5,5,6,5,5,5,5,6,6,6,6,5.5
287,1,35,3, , ,4,8,1,5,10,1,2,1,24,1,2,1,0,11,.181818181818182,1,2,4,3,6,5,1,5,1,3,1,5,7,1,6,5,1,3,1,4,1,1,1,1,5,5,1,1,2,3,4,6,3,7,4,5,4,3,3,1,1,2,5,7,6,2,4,4,6,6,1,4,1,4,2,4.16666666666667,3.8,1.33333333333333,6,6,3,3.33333333333333,6,4.33333333333333,2.5,2.33333333333333,2,1,1,3,1,1,1,1,5, , , , ,4,2,2,3,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516,4,3,4,2,3,3,5,4,2,4,3,5,5,3,3,4,5,5,3,5,3,4,4,2,2,2,5,3,2,2,2,5,4,2,1,4,4,4,2,4,2,5,3,2,3.125,4.55555555555556,4,1.75,2.8,4,5,5,6,4,5,5,4,6,5,6,6,6,6,5,4,4,7,6,7,5.3
289,1,44,3, , ,5,3,1,5,5,3,2,1,29,1,1,1,1,15,.0666666666666667,1,3,6,5,6,5,4,5,6,7,6,5,6,1,1,1,4,5,4,3,4,5,5,6,5,4,3,5,2,3,2,1,2,3,3,2,1,4,5,2,1,2,3,2,3,3,2,1,3,4,3,3,6,5,6,2.16666666666667,3,1.66666666666667,2.5,2.66666666666667,2.5,2,3.5,3.33333333333333,5.5,5.66666666666667,2,2,2,1,2,1,6,7,4, , , , ,5,2,2,5,.394169620347785,-1.23675486730071,-.604629292728481,.504442937912773,2,3,4,4,3,3,4,1,2,3,4,4,1,1,1,2,3,4,3,4,3,4,2,3,3,4,1,4,3,4,3,4,4,2,1,1,3,4,4,5,2,3,2,5,2.75,3.22222222222222,2.88888888888889,2,3.1,4,5,6,5,4,3,5,6,6,4,5,6,3,4,5,6,4,5,6,5,4.85
290,1,39,6, , ,4,3,1,5,2,1,2,1,20,1,4,0,0,19,.210526315789474,1,4,5,6,7,2,4,4,4,1,4,4,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,6,4,6,6,7,7,7,6,4,1,2,7,7,7,4,5,7,4,7,4,7,1,1,1,4.66666666666667,6.6,2.33333333333333,7,7,4.5,5.33333333333333,5.5,5,1,1,1,1,1,1,1,1,3,1,1, , , , ,2,2,2,2,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412,3,5,5,1,3,1,4,4,3,4,3,5,5,2,3,3,3,5,4,3,2,5,5,3,2,1,3,4,2,3,2,4,5,3,1,2,4,4,4,2,3,5,5,1,2.125,4.22222222222222,4.66666666666667,2.125,2.5,6,5,2,4,2,5,4,4,5,5,6,6,6,6,6,6,4,6,6,6,5
291,1,47,1, , ,4,8,1,5,6,1,7,1,17,1,7,1,4,30,.233333333333333,1,3,1,6,7,1,1,7,1,5,1,1,7,1,4,1,5,2,6,5,7,1,1,1,6,5,5,1,3,3,3,3,3,7,7,7,7,7,7,1,3,1,7,7,7,2,2,3,2,7,5,7,1,1,5,3.66666666666667,7,1.66666666666667,7,7,2,2.33333333333333,4.5,4.66666666666667,1,2.33333333333333,2,7,2,1,1,1,1,1,1, , , , ,4,3,2,2,-.44201679969636,-.349201374296671,-.604629292728481,-1.77175244996412,1,4,4,2,1,1,5,4,5,4,1,5,4,5,1,3,4,1,5,2,1,4,1,4,1,1,4,3,4,1,1,5,3,5,2,1,2,4,4,3,1,4,1,1,1.25,4.11111111111111,2.77777777777778,3.25,1.7,5,3,5,5,5,7,6,6,5,5,5,5,5,6,6,7,7,7,7,7,5.7
292,1,38,1, , ,3,2,1,5,11,1,11,1,15,1,11,1,20,23,.478260869565217,1,4,1,7,4,4,4,4,4,4,3,3,3,3,3,4,5,4,4,4,4,4,5,4,4,5,5,5,7,5,4,4,4,1,7,7,7,4,7,7,7,6,4,4,1,4,4,5,5,5,4,1,4,7,6,4.16666666666667,6.4,6.66666666666667,4,3,4,4.33333333333333,5,4.66666666666667,5.5,5.66666666666667,2,2,2,1,1,9,1,1,1, , , , ,6,5,3,7,1.23035604039193,1.42590561171141,.180102342514866,2.0219065298307,5,3,5,1,5,1,5,5,5,5,5,5,5,1,3,5,5,1,5,5,1,5,5,3,3,3,5,5,1,5,5,5,5,1,1,5,5,5,3,5,5,5,5,5,3.75,4.77777777777778,4.55555555555556,2,4.2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,6.75
293,1,36,1, , ,3,3,2, , , ,7,1,12,1,7,0,0,24,.291666666666667,1,3,2,7,5,5,2,5,4,3,5,5,3,5,3,5,2,2,1,2,1,1,1,1,5,2,1,1,3,2,2,2,2,2,3,4,4,5,3,4,3,6,6,6,6,3,3,3,2,3,2,5,1,3,3,2.16666666666667,3.8,4.33333333333333,6,6,3,3,2.5,2.33333333333333,2,2.33333333333333,1,4,2,8,2,6,4,2,4, , , , ,3,2,2,2,-1.27820321974051,-1.23675486730071,-.604629292728481,-1.77175244996412,2,1,5,1,4,1,4,4,2,5,1,5,5,4,4,1,2,5,5,5,1,2,1,2,4,4,1,2,4,4,1,4,5,1,1,1,2,2,4,4,4,2,5,5,1.5,2.55555555555556,3.77777777777778,2.125,4,5,5,6,6,6,5,5,3,3,5,5,3,3,5,5,3,5,3,3,5,4.45
295,1,44,1, , ,4,3,1,5,10,1,6,1,16,1,6,1,15,28,.214285714285714,1,3,5,6,3,2,2,5,2,2,5,2,5,2,5,2,2,2,2,3,1,1,2,1,6,3,3,1,4,3,3,4,3,3,4,5,6,4,2,6,4,6,7,7,7,3,3,4,3,6,4,6,2,2,2,3.33333333333333,4.2,5.33333333333333,7,7,3,3.33333333333333,4.5,4.33333333333333,2,2,2,3,3,8,5,7,3,2,2, , , , ,5,4,3,5,.394169620347785,.538352118707369,.180102342514866,.504442937912773,5,2,4,1,4,3,4,3,1,5,4,4,5,3,4,3,2,2,2,5,3,4,2,1,4,3,3,5,3,4,2,5,3,2,3,2,2,4,3,4,5,4,4,4,3.125,3.33333333333333,3.55555555555556,1.5,4.2,5,5,5,5,6,5,6,6,6,6,5,6,6,5,6,5,5,6,5,5,5.45
296,1,34,8, , ,3,6,1,5,10,1,2,1,18,1,4,1,5,16,.25,1,4,1,4,7,4,1,7,1,6,1,4,6,1,7,4,4,4,3,4,3,2,4,2,4,4,4,2,3,3,3,3,3,5,3,6,5,5,5,1,1,1,7,7,7,3,2,3,5,7,4,6,1,2,6,3.33333333333333,4.8,1,7,7,2.5,2.66666666666667,6,5.33333333333333,1.5,3,2,2,2,4,3,7,1,1,1, , , , ,5,4,1,2,.394169620347785,.538352118707369,-1.38936092797183,-1.77175244996412,5,2,5,2,4,1,5,5,2,5,5,4,5,4,5,5,5,5,5,5,2,5,5,2,5,5,4,5,2,5,1,5,5,2,1,4,4,5,5,5,1,5,5,5,3.5,4.33333333333333,5,2.5,4.1,5,6,5,6,7,7,7,7,7,7,6,7,7,7,7,7,6,7,6,6,6.5
297,1,38,1, , ,4,5,1,4,10,1,5,1,18,1,5,1,12,20,.25,1,4,1,1,5,6,3,3,1,1,1,6,5,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,5,3,4,4,4,2,2,2,1, ,6,6,2,1,2,3,3,2,5,2,3,1,2.5,3.4,1.66666666666667, , ,1.5,1.66666666666667,3,2.66666666666667,2.5,2,2,2,2,3,1,1,2,1,1, , , , ,5,5,1,6,.394169620347785,1.42590561171141,-1.38936092797183,1.26317473387174,4,5,5,1,4,1,5,5,1,3,5,5,4,1,5,4,5,5,1,5,2,4,5,1,5,4,5,5,1,4,4,5,5,1,1,4,5,4,1,4,3,5,5,4,3.5,4.88888888888889,4.77777777777778,.75,3.8,3,3,3,2,3,3,3,3,6,3,5,6,6,6,5,6,5,7,6,6,4.5
298,1,44,1, , ,3,7,1,5,6,1,15,1,16,1,12,1,12,28,.428571428571429,1,3,5,5,6,2,2,4,2,3,2,2,6,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,3,6,5,6,6,6,6,6,6,6,6,2,2,2,6,6,6,2,2,6,3,5,3,6,2,2,6,5.33333333333333,6,2,6,6,2,3.33333333333333,4,3.66666666666667,2,3.33333333333333,2,4,4,7,2,3,2,2,2, , , , ,4,2,2,3,-.44201679969636,-1.23675486730071,-.604629292728481,-1.01302065400516,1,5,2,5,2,1,5,4,5,4,1,5,4,5,4,1,5,2,5,2,1,5,1,5,2,1,5,1,5,4,1,5,2,5,2,1,5,1,5,1,4,4,2,4,1,4.88888888888889,2.11111111111111,3.75,2.9,1,1,1,1,6,6,6,6,2,5,3,3,3,5,3,3,2,2,2,2,3.15
299,1,44,1, , ,3,1,2, , , ,6,1,17,1,10,0,0,27,.37037037037037,1,1,1,7,7,6,1,5,1,1,1,6,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,6,6,6,6,7,6,2,7,4,6,7,7,7,2,3,6,4,6,3,6,2,2,2,5.83333333333333,5.4,5.66666666666667,7,7,2.5,3.66666666666667,5,4.33333333333333,2,2,1,1,3,9,5,4,3,2,1, , , , ,2,2,2,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-2.53048424592309,4,5,5,4,5,4,5,4,2,5,2,5,5,2,4,3,5,5,3,5,3,2,5,2,4,4,3,5,4,5,2,5,5,2,4,3,4,5,4,5,5,4,4,3,3.125,4.22222222222222,4.77777777777778,2.125,4.5,5,6,5,5,6,6,6,6,3,6,7,7,6,7,7,6,6,6,6,6,5.9
300,1,28,6, , ,4,8,1,5,9,1,2,1,21,1,2,1,12,7,.285714285714286,1,5,2,2,2,2,2,6,2,2,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,6,6,5,3,5,1,3,3,3,2,3,7,7,6,3,3,3,5,6,5,4,5,6,4,3,4,3,4.33333333333333,2.8,6.66666666666667,3,3,5.5,5.33333333333333,4.5,5,3.5,3.33333333333333,2,2,1,1,1,2,1,1,1, , , , ,6,5,1,6,1.23035604039193,1.42590561171141,-1.38936092797183,1.26317473387174,1,5,5,1,4,2,4,5,2,4,5,5,4,1,4,4,4,5,1,4,2,4,5,2,4,4,5,4,1,5,5,4,4,2,2,2,5,4,1,4,4,4,5,1,3.125,4.44444444444444,4.55555555555556,1,3.6,3,2,5,3,4,5,4,3,3,5,4,3,4,5,3,5,3,4,5,6,3.95
301,1,56,6, , ,4,3,2, , , ,4,1,21,1,6,0,0,35,.171428571428571,1,4,1,1,1,1,1,1,1,1,1,1,6,1,4,4,1,1,1,2,2,1,1,1,1,1,1,1,4,2,3,4,2,4,1,2,4,4,3,7,2,6,7,7,7,4,4,2,4,4,7,4,5,4,4,3.16666666666667,2.8,5,7,7,4,3.33333333333333,4,5,4.5,4.33333333333333,1,2,2,8,1,1,2,1,3, , , , ,5,2,2,4,.394169620347785,-1.23675486730071,-.604629292728481,-.254288858046192,5,5,5,1,4,5,4,5,2,4,4,5,5,1,3,3,5,5,1,5,1,5,5,2,3,4,5,5,3,4,1,5,5,2,1,5,5,5,1,3,3,4,5,1,3.5,4.77777777777778,5,1,3.1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
302,1,66,1, , ,4,3,2, , , ,20,1,15,1,100,0,0,51,1.96078431372549,1,2,2,6,6,6,2,6,2,6,6,6,4,6,4,6,1,6,1,6,4,1,1,1,6,6,1,1,4,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,4,4,6,4,6,6,6,2,2,2,5.66666666666667,6,4.66666666666667,6,6,4,4.66666666666667,5,5.33333333333333,2,2,1,9,9,9,1,1,2,1,1, , , , ,2,2,2,4,-2.11438963978465,-1.23675486730071,-.604629292728481,-.254288858046192,2,5,5,4,5,2,5,5,1,5,1,5,5,1,4,1,5,5,1,5,2,5,2,1,4,4,4,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,2.75,4.88888888888889,4.66666666666667,1.125,4.8,6,6,2,2,4,6,6,6,6,6,2,6,6,6,7,2,2,7,6,6,5
303,1,62,1, , ,3,3,2, , , ,4,1,17,1,12,0,0,45,.266666666666667,1,2,2,5,5,1,1,4,1,4,1,1,5,2,5,5,1,4,5,6,1,1,1,1,5,5,4,1,3,3,3,5,3,7,5,6,7,7,7,4,4,4,7,7,7,1,1,4,3,6,3,2,1,6,1,4,6.4,4,7,7,1,2,4.5,4,3.5,2.66666666666667,1,2,3,7,2,3,1,1,1, , , , ,2,1,1,2,-2.11438963978465,-2.12430836030475,-1.38936092797183,-1.77175244996412,5,2,5,3,2,5,5,5,2,4,2,5,5,2,2,2,4,3,5,5,5,3,4,1,3,1,4,5,3,4,4,5,4,2,2,5,5,4,1,2,4,5,5,3,3.625,4.22222222222222,4.44444444444444,1.875,3.1,5,4,5,6,6,5,6,4,5,5,5,4,5,5,5,4,4,5,5,6,4.95
304,1,33,1, , ,3,4,1,5,2,10,8,1,17,1,11,1,0,16,.6875,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,7,3,3, , , , ,2,1,1,1,-2.11438963978465,-2.12430836030475,-1.38936092797183,-2.53048424592309,4,3,4,4,4,2,4,3,2,4,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,2,2,4,3,4,4,4,3,4,2,4,3.25,3.55555555555556,3.44444444444444,2.5,3.7,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5.05
305,1,31,3, , ,5,1,1,2,5,7,2,1,27,1,1,1,1,4,.25,1,3,2,2,1,2,2,4,1,1,2,2,6,1,6,5,5,4,2,5,5,4,3,5,5,6,4,3,3,2,3,7,4,7,4,3,5,5,4,2,2,6,5,2,3,3,4,3,4,3,4,5,6,3,4,4.33333333333333,4.2,3.33333333333333,3.5,3.33333333333333,3.5,3.33333333333333,3.5,3.66666666666667,4.5,4.33333333333333,2,2,2,3,2,2,4,2,4, , , , ,2,2,2,4,-2.11438963978465,-1.23675486730071,-.604629292728481,-.254288858046192,4,4,3,2,4,4,5,4,2,4,3,5,4,2,2,3,4,5,4,4,4,4,5,3,4,4,4,3,1,4,4,4,4,3,4,4,4,4,3,2,2,5,4,3,3.75,4.33333333333333,4,2,3.3,5,5,6,5,5,6,4,5,5,5,6,5,5,4,4,5,5,7,6,4,5.1
307,0,30,1, , ,2,2,2, , , ,1,1,28,2,1,0,0,2,.5,1,3,1,7,5,2,1,5,1,1,1,2,6,1,5,6,2,2,3,5,2,5,5,3,6,6,2,1,3,3,5,7,6,7,7,7,7,7,7,7,7,7,7,7,7,2,2,4,7,7,7,3,2,5,7,5.16666666666667,7,7,7,7,2,2.66666666666667,7,7,3.5,4.66666666666667,1,2,1,8,1,4,7,5,4, , , , ,5,4,4,4,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,2,3,1,5,4,2,3,2,5,5,2,4,1,5,3,2,3,1,4,4,1,2,1,5,4,2,1,2,5,4,1,3,2,5,2,1,2,2,5,5,4,1,1,2,1.625,2.44444444444444,1.44444444444444,3.625,3.7,1,2,2,2,7,7,7,6,1,5,1,2,2,5,5,2,3,5,2,1,3.4
308,0,30,3, , ,5,6,1,5,11,1,1,2, ,2,1,1,12, , ,1,4,7,4,3,5,2,7,2,2,2,6,5,3,6,6,2,2,4,5,2,2,3,2,6,6,6,2,5,3,5,5,5,6,2,1,1,2,3,2,2,1,2,5,2,3,5,3,3,3,5,6,1,2,3,4.83333333333333,1.8,1.66666666666667,3.5,3,4,3.66666666666667,3,3.66666666666667,1.5,2,2,2,2,1,2,2,1,1,1, , , , ,5,4,2,6,.394169620347785,.538352118707369,-.604629292728481,1.26317473387174,4,2,5,3,5,2,5,5,2,5,5,2,5,2,4,5,5,3,4,5,2,5,4,2,5,4,2,5,4,4,2,5,5,2,1,5,2,5,2,4,2,5,5,4,3.625,3.66666666666667,4.66666666666667,1.875,3.9,5,6,6,6,6,6,6,6,6,5,6,7,3,7,6,6,5,7,7,7,5.95
309,0,35,1, , ,4,8,1,5,11,1,4,1,18,2,2,1,15,17,.117647058823529,1,4,3,5,5,4,4,6,3,2,4,4,5,1,4,3,6,4,6,2,7,5,3,4,2,6,5,2,5,7,4,4,5,2,5,4,6,4,6,7,6,5,7,5,4,4,5,5,2,5,6,4,3,4,6,4.5,5,6,6,5.33333333333333,4.5,4.66666666666667,3.5,4.33333333333333,3.5,4.33333333333333,2,1,1,8,1,2,2,4,5, , , , ,5,4,3,4,.394169620347785,.538352118707369,.180102342514866,-.254288858046192,4,1,5,1,5,4,3,2,2,2,5,4,5,5,4,4,2,4,4,5,4,4,4,2,4,4,4,4,4,2,3,4,2,1,2,3,2,2,3,4,2,2,4,2,3.875,2.88888888888889,3.55555555555556,2,3.2,3,5,2,2,4,6,3,5,5,3,5,5,3,6,2,2,4,7,4,6,4.1
312,0,34,1, , ,2,1,2, , , ,2,1,18,2,2,0,0,16,.125,1,3,1,6,6,7,1,6,1,2,1,7,7,1,7,5,1,1,1,5,1,1,1,1,1,1,1,1,4,4,4,6,5,7,7,4,6,7,6,1,2,2,4,5,4,3,4,7,4,7,7,6,1,2,1,5,6,1.66666666666667,4.5,4.33333333333333,3.5,4.66666666666667,5.5,6,1.5,1.33333333333333,1,1,1,9,6,3,5,4,2, , , , ,4,3,3,4,-.44201679969636,-.349201374296671,.180102342514866,-.254288858046192,3,4,4,4,3,2,4,3,2,5,3,4,5,3,3,3,5,3,4,4,1,5,2,1,4,3,3,4,4,5,1,4,4,2,5,2,2,3,3,4,1,4,3,3,2.25,3.88888888888889,3.44444444444444,2.25,3.7,5,6,7,7,7,7,7,7,6,7,6,7,7,6,7,7,6,4,6,4,6.3
316,0,39,1, , ,4,7,1,5,8,2,5,1,23,2,2,1,10,16,.125,1,3,5,7,6,7,2,5,2,1,2,7,5,2,5,6,3,5,2,6,2,2,2,1,5,6,5,2,3,5,4,6,3,7,3,3,3,2,2,1,2,3,6,6,6,2,1,5,6,6,6,2,2,6,3,4.66666666666667,2.6,2,6,6,1.5,2.66666666666667,6,6,4,3.66666666666667,2,1,1,2,1,1,4,3,2, , , , ,5,4,2,3,.394169620347785,.538352118707369,-.604629292728481,-1.01302065400516,4,4,2,4,2,4,5,2,1,2,2,5,3,1,2,4,5,2,1,2,4,5,2,1,2,2,5,2,4,2,4,5,5,1,5,4,4,2,1,2,2,5,2,2,3.5,4.77777777777778,2.44444444444444,1.125,2.3,6,6,5,6,6,5,6,6,7,7,5,3,3,5,6,7,7,2,6,2,5.3
318,0,25,8, , ,2,7,1,5,11,1,6,1,16,2,6,1,8,9,.666666666666667,1,5,3,4,3,5,4,4,3,2,3,5,5,4,6,2,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,5,5,5,6,6,6,3,2,2,6,6,6,6,6,6,7, ,6,2,6,3,2,2,3.83333333333333,5.2,3.33333333333333,6,6,6,6.33333333333333, , ,2.5,2.33333333333333,2,2,2,6,4,7,4,4,4, , , , ,5,4,5,5,.394169620347785,.538352118707369,1.74956561300156,.504442937912773,4,2,3,1,3,3,4,5,2,4,3,5,4,1,3,3,4,5,1,4,5,3,5,3,4,4,2,5,1,4,5,4,4,2,2,4,3,4,1,4,3,3,5,4,3.875,3.33333333333333,4.44444444444444,1,3.5,4,5,5,5,4,4,4,5,5,5,5,4,4,4,5,4,4,5,5,5,4.55
321,0,30,3, , ,5,2,1,2,9,8,2,1,24,2,2,2,2,6,.333333333333333,1,4,3,2,1,2,1,2,2,5,5,5,6,6,5,5,2,1,2,2,1,1,4,4,3,3,2,4,3,2,3,2,2,2,2,1,2,2,6,2,3,2,2,1,2,2,1,1,1,2,2,2,3,6,2,2.33333333333333,2.6,2.33333333333333,1.5,1.66666666666667,1.5,1.33333333333333,1.5,1.66666666666667,4.5,3.66666666666667,3,2,2,7,8,6,7,6,6, , , , ,6,4,4,5,1.23035604039193,.538352118707369,.964833977758214,.504442937912773,5,4,4,2,5,4,5,5,4,4,5,4,4,1,2,4,5,5,2,5,5,4,2,1,4,1,2,5,1,4,4,4,5,2,1,5,1,5,1,4,4,5,4,4,4.125,3.77777777777778,4.33333333333333,1.5,3.7,5,6,6,6,5,5,6,6,6,6,5,6,5,5,5,6,5,6,7,6,5.65
