ParticipantID,ParticipantSex,ParticipantAge,PartnerNumber,HadSex,AgeSex,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
293,2,36,7,1,12,7,0,0,2,7,5,5,2,5,4,3,5,5,3,5,3,5,1,4,2,8,2,6,4,2,4,6,6,5,5,7,7,7,2,4,4,7,7,7,7,7,6,6,6,3,2
295,2,44,6,1,16,6,1,15,5,6,3,2,2,5,2,2,5,2,5,2,5,2,2,3,3,8,5,7,3,2,2,5,4,6,6,5,7,7,3,4,6,6,2,7,6,6,6,6,6,5,4
296,2,34,2,1,18,4,1,5,1,4,7,4,1,7,1,6,1,4,6,1,7,4,2,2,2,4,3,7,1,1,1,7,6,7,7,7,7,5,1,7,7,7,6,7,7,7,7,7,7,5,7
297,2,38,5,1,18,5,1,12,1,1,5,6,3,3,1,1,1,6,5,1,5,2,2,2,2,3,1,1,2,1,1,3,6,6,6,7,6,7,7,7,7,1,6,6,7,6,6,6,6,6,7
298,2,44,15,1,16,12,1,12,5,5,6,2,2,4,2,3,2,2,6,2,6,2,2,4,4,7,2,3,2,2,2,1,5,1,1,1,6,3,7,5,2,7,7,6,5,7,5,5,6,2,2
299,2,44,6,1,17,10,0,0,1,7,7,6,1,5,1,1,1,6,4,1,4,4,1,1,3,9,5,4,3,2,1,5,7,5,6,7,5,1,1,4,3,7,7,5,3,7,3,2,7,1,4
300,2,28,2,1,21,2,1,12,2,2,2,2,2,6,2,2,3,3,3,2,3,3,2,2,1,1,1,2,1,1,1,6,6,5,3,4,5,5,5,4,3,3,4,5,4,3,4,5,4,3,4
301,2,56,4,1,21,6,0,0,1,1,1,1,1,1,1,1,1,1,6,1,4,4,1,2,2,8,1,1,2,1,3,4,6,6,6,7,6,6,6,4,4,7,7,6,6,6,6,6,6,6,6
302,2,66,20,1,15,100,0,0,2,6,6,6,2,6,2,6,6,6,4,6,4,6,1,9,9,9,1,1,2,1,1,2,7,2,6,6,6,7,7,1,4,7,7,1,1,1,4,4,4,1,1
303,2,62,4,1,17,12,0,0,2,5,5,1,1,4,1,4,1,1,5,2,5,5,1,2,3,7,2,3,1,1,1,4,3,5,5,4,7,1,1,3,1,7,7,5,4,6,4,5,5,2,1
304,2,33,8,1,17,11,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,7,3,3,6,6,5,5,5,5,4,4,6,1,7,7,6,2,5,5,5,5,5,5
305,2,31,2,1,27,1,1,1,2,2,1,2,2,4,1,1,2,2,6,1,6,5,2,2,2,3,2,2,4,2,4,5,6,4,5,6,5,6,5,6,5,2,4,5,5,6,5,5,6,4,5
306,1,38,10,1,27,1,1,4,6,6,5,6,6,5,5,6,4,5,4,5,5,6,1,1,1,1,1,8,2,2,2,4,5,5,6,4,5,4,5,4,6,6,5,5,5,5,4,6,6,5,4
307,1,30,1,1,28,1,0,0,1,7,5,2,1,5,1,1,1,2,6,1,5,6,1,2,1,8,1,4,7,5,4,5,7,5,2,5,6,2,2,4,5,6,7,6,3,1,5,7,5,1,1
309,1,35,4,1,18,2,1,15,3,5,5,4,4,6,3,2,4,4,5,1,4,3,2,1,1,8,1,2,2,4,5,4,5,3,5,6,5,3,5,3,6,4,2,5,6,3,5,4,4,5,6
311,1,29,1,1,20,1,1,6,5,5,4,4,4,5,4,6,5,4,4,3,4,4,4,7,6,7,7,4,7,8,6,6,7,5,6,5,5,4,6,6,5,6,5,4,4,6,5,3,5,6,4
312,1,34,2,1,18,2,0,0,1,6,6,7,1,6,1,2,1,7,7,1,7,5,1,1,1,9,6,3,5,4,2,7,7,7,7,5,4,6,4,7,7,7,5,4,5,5,5,4,4,3,3
313,1,33,5,1,20,16,1,2,1,2,3,4,4,5,4,4,2,4,5,5,5,6,6,5,4,6,5,5,5,5,7,4,3,2,4,5,5,4,3,4,5,4,3,4,3,4,4,4,4,4,4
315,1,29,10,1,26,1,1,4,1,4,6,3,5,3,5,3,7,5,3,5,4,6,3,7,5,6,8,6,4,8,6,2,6,3,6,5,7,5,7,3,5,3,6,4,5,7,6,3,4,6,5
316,1,39,5,1,23,2,1,10,5,7,6,7,2,5,2,1,2,7,5,2,5,6,2,1,1,2,1,1,4,3,2,6,3,7,5,2,6,7,7,6,7,7,7,6,7,7,6,7,7,6,6
317,1,29,5,1,14,12,5,4,5,5,6,5,4,5,3,4,5,5,6,3,5,5,7,6,4,6,7,4,6,7,3,5,6,7,5,5,3,7,5,6,6,5,6,4,5,4,5,6,5,4,5
318,1,25,6,1,16,6,1,8,3,4,3,5,4,4,3,2,3,5,5,4,6,2,2,2,2,6,4,7,4,4,4,5,6,6,6,6,3,6,5,5,6,5,6,5,5,5,6,6,5,5,5
319,1,35,2,1,22,1,0,0,2,7,1,1,2,6,2,7,7,4,1,6,2,1,7,1,2,3,5,6,3,6,1,2,5,2,5,3,6,3,6,2,7,3,6,7,3,4,3,6,2,3,2
321,1,30,2,1,24,2,2,2,3,2,1,2,1,2,2,5,5,5,6,6,5,5,3,2,2,7,8,6,7,6,6,6,5,7,2,7,3,5,6,6,6,5,6,6,6,6,6,5,6,5,5
322,1,32,12,1,21,4,1,18,1,7,7,7,4,7,4,7,4,7,7,1,7,3,2,5,5,9,9,9,8,8,8,1,7,7,1,7,7,7,1,1,7,1,1,7,7,7,7,7,7,1,1
323,1,33,7,1,26,5,1,0,2,7,6,7,1,5,1,4,2,7,6,2,6,5,2,1,1,8,7,8,8,3,4,4,6,2,6,7,5,1,6,4,4,4,6,5,5,5,6,3,3,2,1
324,1,32,5,1,21,4,1,4,2,6,7,6,1,5,1,5,3,7,5,3,4,7,2,1,2,9,9,9,7,4,3,5,5,6,5,6,7,2,7,7,6,5,1,5,5,5,5,5,5,3,1
325,1,25,3,1,20,2,3,2,6,5,4,6,7,5,4,7,5,4,6,7,4,6,7,5,8,6,8,3,8,5,8,5,7,5,4,6,7,5,4,6,5,6,5,4,6,7,6,4,6,5,7
326,1,45,2,1,25,1,1,10,1,1,1,4,4,5,1,1,1,1,5,1,5,2,2,1,1,1,1,1,2,2,2,5,6,6,7,6,6,6,6,7,6,7,7,6,5,6,6,6,6,5,5
327,1,28,3,1,18,2,2,2,5,5,3,4,5,3,4,5,6,3,3,3,4,4,7,6,7,6,8,5,6,6,5,5,6,6,6,7,5,4,4,6,5,1,7,6,5,6,5,6,5,6,6
329,1,43,15,1,18,14,1,1,1,1,6,1,1,6,1,1,1,1,6,1,6,5,2,4,5,2,1,1,3,3,2,5,5,6,5,6,6,7,7,7,7,7,6,5,7,7,7,6,6,4,6
330,1,25,5,1,18,5,2,2,4,5,6,5,6,5,5,4,5,5,4,5,4,5,5,6,6,6,7,4,6,7,6,5,6,5,6,5,6,5,4,5,6,4,5,6,5,6,5,6,5,6,5
331,1,39,8,1,19,8,1,0,1,7,6,1,1,6,1,3,1,1,6,1,6,4,2,2,1,1,1,2,2,1,2,5,5,7,3,3,2,7,7,4,4,1,5,7,7,7,7,7,7,5,5
332,1,34,5,1,18,11,2,2,3,5,5,5,3,6,3,3,3,4,5,3,4,3,2,1,2,7,8,8,9,7,9,6,6,6,7,7,5,6,6,6,6,4,5,6,6,6,7,6,6,5,2
334,1,50,12,1,15,10,1,2,5,5,6,6,5,5,3,5,5,5,4,5,4,5,2,5,4,5,7,7,7,6,4,3,4,3,2,5,3,4,3,3,6,6,5,5,3,4,4,3,4,5,3
335,1,30,5,1,23,1,1,8,1,1,6,6,4,5,1,1,1,6,6,1,6,2,2,2,1,1,1,1,2,2,2,5,5,5,6,6,5,6,6,4,7,7,7,6,6,6,6,6,6,6,6
336,1,34,1,1,27,1,1,5,6,4,3,4,5,4,3,5,6,4,5,4,5,4,2,2,1,8,7,3,7,5,6,5,3,3,5,5,4,5,4,3,5,4,5,4,5,5,4,2,5,4,5
337,1,37,3,1,21,3,1,10,6,6,6,4,5,5,5,7,5,3,6,6,5,7,2,1,1,7,9,2,6,9,5,5,3,7,7,7,7,1,1,5,4,5,6,3,6,7,4,3,5,7,7
339,1,47,2,1,28,3,0,0,5,6,6,4,2,4,2,6,2,4,5,2,5,6,1,2,2,7,7,8,8,4,2,3,5,3,5,3,7,5,4,4,4,3,5,7,5,5,6,3,3,2,2
340,1,66,3,1,20,1,1,4,2,4,5,4,1,5,1,1,4,4,7,1,7,5,2,1,1,2,1,1,6,2,2,5,6,6,7,6,2,5,3,6,7,7,7,5,3,5,5,3,3,5,5
341,1,25,1,1,21,1,1,1,6,4,5,6,5,5,4,5,6,4,6,4,5,4,2,2,2,8,6,3,3,4,3,6,5,5,6,5,4,5,6,5,4,6,5,4,5,5,4,5,6,5,4
342,1,29,7,1,16,7,1,22,1,7,6,6,1,7,1,6,6,6,7,6,7,7,2,2,4,9,4,8,5,2,2,7,7,7,7,7,2,2,1,4,6,7,3,7,7,7,7,6,6,5,2
343,1,62,10,1,18,4,1,4,2,2,6,2,1,5,1,2,2,2,4,2,4,2,2,1,1,3,3,7,8,2,6,2,6,2,5,6,3,2,2,5,7,7,3,3,2,2,3,2,2,2,2
344,1,30,2,1,18,3,1,1,5,4,3,3,5,5,3,3,4,5,4,3,3,5,6,5,4,4,5,4,7,5,4,6,5,4,3,4,5,5,4,3,4,5,4,3,4,5,4,3,4,5,4
345,1,27,2,1,22,2,1,1,5,3,5,6,3,3,5,6,4,3,5,4,6,5,2,2,2,6,5,7,4, ,3,6,3,3,4,5,3,3,4,5,4,6,4,3,5,4,3,5,6,5,3
346,1,53,10,1,17,4,1,1,5,3,5,5,5,4,7,6,2,6,5,2,4,6,2,1,1,9,9,9,9,9,9,5,5,6,6,4,2,6,6,2,5,6,3,4,5,5,4,4,4,4,2
347,1,32,5,1,20,5,1,1,4,4,5,4,5,3,5,4,5,5,4,5,2,5,2,2,2,7,3,5,4,5,3,4,5,3,5,4,5,4,5,3,4,4,3,3,4,4,3,3,6,4,4
348,1,47,1,1,27,1,1,1,5,4,5,4,3,4,3,2,2,2,5,2,6,2,1,1,1,1,1,1,1,1,1,5,6,6,6,7,4,7,7,7,7,7,6,6,6,7,6,6,6,6,6
349,1,32,1,1,31,1,1,2,4,6,4,5,5,5,4,4,5,6,6,5,5,5,2,2,2,6,3,7,2,2,3,5,6,5,6,6,6,5,4,4,5,5,5,7,7,7,6,6,6,5,5
350,1,26,1,1,25,1,1,1,4,4,5,4,5,6,5,5,4,5,5,5,5,5,2,2,1,7,7,7,7,7,7,5,6,6,6,6,5,4,4,4,5,6,7,5,4,4,6,6,6,4,3
351,1,30,1,1,16,2,2,2,5,6,4,4,4,5,5,3,5,6,6,5,5,5,4,4,2,2,4,6,4,6,8,6,6,7,7,6,5,5,5,7,6,6,7,7,7,6,6,7,7,7,6
352,1,33,4,1,16,2,1,10,6,4,7,7,5,4,6,7,4,7,4,6,7,5,3,7,5,9,7,4,4,5,8,6,4,7,6,7,6,7,5,6,5,7,5,7,5,7,5,6,7,4,6
353,1,34,6,1,16,6,1,15,1,4,5,6,1,5,4,5,3,6,6,3,7,5,2,3,2,7,7,8,2,2,2,5,6,3,6,5,3,6,6,7,7,5,2,5,5,5,4,3,6,3,2
354,1,26,10,1,13,30,10,5,1,7,7,1,1,7,1,1,5,1,7,6,7,1,8,8,8,9,9,9,7,5,7,6,7,7,7,7,6,7,7,4,4,6,1,7,7,7,7,7,7,5,5
356,1,37,3,1,21,4,4,1,5,4,5,6,5,4,6,5,4,5,6,5,6,4,2,2,3,1,4,7,7,4,5,6,7,6,5,6,7,6,5,6,7,6,7,6,5,6,7,6,5,5,6
357,1,27,7,1,18,7,1,11,2,2,2,5,5,6,2,5,2,6,6,2,5,6,2,2,5,6,4,4,4,2,3,6,6,6,6,3,6,6,6,6,6,7,5,5,5,5,5,5,5,5,5
358,1,43,1,1,22,4,1,30,1,2,6,4,4,7,1,4,1,4,7,2,7,6,2,4,3,9,9,9,8,7,6,4,6,4,4,5,5,6,2,7,7,4,2,2,2,2,3,3,3,3,3
359,1,42,2,1,28,1,1,3,2,2,5,1,3,7,2,4,2,1,7,4,7,1,2,2,1,1,2,1,2,2,1,1,4,6,5,4,7,6,4,6,6,6,6,4,3,3,5,5,6,6,4
361,1,39,3,1,15,5,1,17,5,3,6,5,5,5,5,4,6,6,6,5,4,6,2,3,2,6,5,7,6,3,4,5,5,6,6,5,3,6,4,6,6,6,6,5,6,6,6,6,5,6,2
363,1,24,2,1,23,10,5,1,5,5,6,3,2,5,3,5,1,5,2,6,3,5,6,4,7,6,2,4,6,3,6,5,2,6,3,5,3,5,2,5,2,5,2,5,2,5,3,6,4,6,2
364,1,29,5,1,17,9,1,3,5,3,4,2,5,3,4,3,3,6,5,3,5,4,2,5,5,6,5,3,6,5,5,5,5,6,4,5,5,3,2,5,5,5,6,6,4,5,5,3,4,6,5
365,1,32,3,1,25,1,1,20,2,6,4,1,2,7,2,2,1,1,7,1,7,5,2,2,1,3,3,3,5,4,5,5,6,6,6,6,3,5,5,7,7,1,1,5,5,6,6,6,6,5,6
366,1,34,3,1,22,8,1,2,2,4,6,7,5,4,5,2,4,7,7,1,7,6,2,6,6,7,6,9,7,6,7,4,3,6,7,7,5,7,7,4,6,4,1,3,2,2,1,2,2,2,3
367,1,28,2,1,21,3,1,35,3,5,5,6,5,5,5,6,6,5,4,4,3,4,7,7,8,3,3,6,5,6,7,3,5,3,2,2,2,1,2,2,1,2,3,3,1,2,1,2,1,1,1
368,1,32,1,1,26,1,1,35,5,6,5,6,5,5,5,5,6,5,6,5,5,6,2,2,2,3,9,1,7,8,7,6,7,6,6,6,7,6,7,6,7,6,7,6,6,6,7,6,6,7,6
370,1,56,20,1,18,30,1,10,5,5,5,2,5,5,2,2,3,2,6,2,6,2,1,1,1,1,1,9,7,7,7,6,6,6,6,6,6,6,5,6,5,6,5,5,5,5,4,4,4,3,3
373,1,45,8,1,17,7,1,7,1,7,7,7,1,7,1,1,4,7,7,1,7,7,2,3,1,1,1,1,1,1,1,6,6,5,7,7,6,1,7,7,7,7,7,6,5,6,6,6,6,5,6
374,1,29,10,1,17,11,0,0,2,6,6,5,6,6,1,4,1,5,7,1,6,2,1,1,2,2,2,3,2,2,2,6,7,7,7,6,3,7,2,4,4,7,6,5,5,5,6,6,6,2,2
375,1,49,1,1,25,2,1,10,1,2,5,6,2,7,2,3,5,6,6,4,6,7,2,2,2,1,5,8,2,2,2,6,7,7,7,7,6,7,7,7,7,2,5,7,7,7,7,6,7,7,7
376,1,28,3,1,22,2,1,1,5,2,4,5,5,5,3,4,5,5,3,5,3,6,6,4,4,6,4,5,6,4,6,6,4,5,5,4,5,3,5,6,4,6,4,4,5,3,5,3,3,5,4
377,1,28,2,1,19,2,1,0,1,1,4,5,1,4,1,1,1,5,7,1,4,5,1,1,1,9,2,4,1,1,1,5,6,4,7,6,2,6,5,6,6,1,5,6,4,4,7,6,6,7,7
378,1,29,6,1,18,4,1,8,1,5,6,6,1,6,1,5,4,6,6,1,6,6,2,1,2,8,8,8,8,1,3,5,6,5,6,6,2,7,3,4,7,7,2,7,7,7,4,2,3,2,1
379,1,27,3,1,16,7,6,8,1,1,7,1,4,7,4,2,4,4,4,4,2,2,2,1,3,9,9,9,4,3,5,5,6,6,7,7,1,7,1,4,7,7,1,7,7,7,6,6,6,4,4
380,1,31,2,1,17,1,1,18,1,4,6,7,1,6,1,1,1,6,7,1,6,5,2,2,1,6,2,8,4,1,5,7,7,7,7,7,7,5,1,7,7,7,2,6,5,6,6,6,6,6,4
381,1,31,12,1,14,10,1,5,1,1,7,7,1,7,1,2,1,7,6,1,6,7,2,1,1,9,9,9,8,2,3,6,7,7,6,2,2,7,5,4,7,6,2,6,5,5,6,5,5,2,4
382,1,43,12,1,19,10,1,2,6,6,4,3,4,3,5,3,3,5,5,2,4,4,2,3,5,7,5,6,7,7,5,5,6,4,4,4,6,4,3,5,5,3,3,6,4,3,5,5,2,5,5
384,1,29,1,1,18,1,1,1,6,4,4,5,4,7,6,4,6,5,3,5,5,3,4,2,3,8,6,4,6,8, ,6,5,4,7,6,6,4,6,5,7,6,4,5,2,6,5,5,7,6,6
385,1,27,2,1,20,2,1,1,1,5,6,5,1,7,1,1,1,6,7,1,6,6,2,1,1,1,1,1,1,1,1,1,6,7,5,6,2,7,7,4,7,1,7,6,6,6,6,6,6,5,5
387,1,57,22,1,17,17,1,6,4,5,6,6,4,6,3,3,4,6,6,4,6,6,2,4,4,4,2,4,2,3,3,4,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,6,3,2
388,1,21,1,1,21,1,1,4,1,1,1,6,4,7,5,7,5,7,7,6,7,1,2,1,1,5,5,2,8,5,8,7,4,5,3,6,4,5,6,2,7,3,6,3,7,7,7,2,5,4,6
389,1,29,4,1,24,3,1,5,1,7,7,7,1,7,1,1,1,7,7,1,7,7,2,2,2,7,1,1,1,1,1,7,7,7,7,7,5,6,7,4,7,7,7,7,7,7,7,7,7,4,4
390,1,38,5,1,16,5,1,10,5,4,3,5,6,5,2,3,4,2,6,3,3,1,2,2,1,7,5,9,2,3,3,6,6,2,2,5,2,5,1,1,4,6,6,4,4,3,2,2,2,1,1
392,1,30,5,1,17,5,1,15,2,6,3,4,1,5,2,5,4,3,4,2,4,4,2,4,5,4,5,6,7,7,6,4,5,6,5,6,5,7,6,4,5,4,4,5,5,5,4,5,4,4,2
393,1,40,8,1,21,5,1,10,1,2,6,6,1,6,2,2,1,6,5,1,5,5,2,5,6,1,1,1,2,1,1,7,7,5,6,7,5,7,7,7,7,7,7,7,6,6,5,5,5,2,2
394,1,62,12,1,14,7,1,2,3,6,6,1,2,5,1,1,1,1,7,1,7,4,2,1,2,8,3,3,4,2,2,6,7,7,7,7,6,6,5,7,7,7,7,1,1,1,7,7,7,6,1
395,1,33,3,1,8,3,2,1,3,4,6,2,2,7,2,6,6, ,6,5,7,2,3,2,2,3,2,4,2,2,7,5,6,5,6,5,6,2,2,2,7,3,6,5,5,6,5,6,5,6,6
396,1,42,5,1,15,20,1,12,4,4,5,4,4,5,4,5,4,4,6,4,5,5,2,6,6,7,5,8,4,2,2,5,5,6,6,5,5,6,6,6,6,7,5,6,6,6,6,6,6,5,1
397,1,25,2,1,19,1,1,3,6,5,6,5,6,5,6,6,4,4,4,5,4,5,2,1,1,6,7,7,9,9,9,6,6,5,6,6,5,6,6,5,6,5,5,5,6,5,6,5,5,6,5
398,1,36,2,1,24,1,1,4,1,7,3,1,1,4,1,1,1,1,6,1,5,3,2,1,1,7,8,8,7,6,7,5,6,5,6,7,6,6,5,7,7,7,2,6,5,5,6,6,6,3,2
399,1,35,12,1,17,18,2,0,1,7,5,5,6,5,4,6,3,5,6,3,5,3,3,5,7,9,9,9,9,9,9,6,6,6,6,5,5,6,1,7,7,3,1,3,3,3,6,6,6,2,4
400,1,33,26,1,17,26,1,20,5,7,7,5,5,7,7,6,7,5,7,5,7,5,2,6,4,5,1,3,5,5,4,7,7,7,7,7,1,7,7,7,7,7,5,6,2,2,7,5,5,5,6
24,1,30,1,2, ,0,0,0,1,1,1,1,1,1,1,6,6,6,6,6,7,5,1,1,2,3,8,3,2,3,2,4,5,4,4,4,4,5,4,4,4,7,7,5,4,4,4,5,5,4,5
98,1,25,3,2, ,0,0,0,1,1,7,5,1,4,1,1,1,2,5,1,6,5,1,1,1,2,6,1,5,6,4,2,6,2,6,2,2,5,2,4,4,7,7,3,6,6,2,5,6,2,5
108,1,28,5,2, ,0,0,0,6,2,6,6,2,5,2,2,2,2,2,2,3,5,1,1,1,1,1,8,3,2,2,6,6,6,6,6,3,6,5,5,5,4,6,5,5,5,5,5,5,5,6
145,2,29,2,2, ,0,0,0,6,4,3,3,5,3,4,5,1,5,2,3,3,4,2,1,1,3,2,8,5,4,3,6,6,6,6,7,7,6,3,5,4,7,5,6,5,4,6,5,5,3,6
218,2,19,0,2, ,0,0,0, , , , , , , , , , , , , , ,1,1,1,1,1,5,1,1,1,4,1,1,1,1,6,5,1,4,4,1,1,1,1,1,1,1,1,1,3
371,1,30,1,2, ,0,0,0,4,2,3,4,3,4,4,1,3,1,3,4,1,1,1,1,1,7,5,4,4,4,4,3,4,5,4,5,4,1,1,1,1,1,1,1,3,1,3,4,4,5,4
372,1,28,2,2, ,0,0,0,5,3,5,3,5,3,4,2,3,4,3,4,3,4,2,4,2,4,3,5,3,4,3,5,3,5,4,7,4,5,4,4,4,1,2,3,2,3,4,3,4,3,3
391,1,32,0,2, ,0,0,0,1,4,6,2,1,7,1,1,2,6,6,5,6,6,1,1,1,1,8,1,7,2,2,5,6,5,6,4,3,7,5,4,1,7,7,6,6,7,2,4,2,2,6
