ParticipantID,ParticipantSex,ParticipantAge,PartnerNumber,HadSex,AgeSex,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,SOIR1,SOIR2,SOIR3,SOIR4,SOIR5,SOIR6,SOIR7,SOIR8,SOIR9,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20
155,2,33,10,1,16,7,1,2,6,2,5,4,5,7,5,3,5,5,7,3,7,3,2,4,2,6,1,2,1,1,1,6,7,2,5,5,4,2,6,4,6,7,7,6,3,6,2,5,2,1,3
156,2,44,6,1,20,3,1,0,6,7,6,6,2,5,2,5,6,6,7,4,7,6,2,3,3,1,1,2,2,2,2,1,7,6,7,5,3,1,1,7,7,7,7,2,1,1,7,7,7,5,5
157,2,42,6,1,14,6,0,0,6,5,7,1,2,6,3,1,2,1,6,2,4,2,1,3,2,5,1,1,2,1,2,1,6,4,3,5,7,1,7,4,5,7,7,5,3,3,6,3,7,3,1
158,2,59,5,1,15,30,1,4,1,4,5,6,1,6,1,4,1,7,7,1,7,6,2,4,7,6,1,3,1,1,1,6,6,6,7,7, ,6,4,7,7,7,5,7,7,7,7,7,7,5,1
159,2,35,7,1,18,7,1,2,2,6,6,4,2,6,2,2,2,4,4,2,4,4,2,4,3,9,8,9,7,7,7,6,6,5,7,4,7,2,4,2,2,3,2,4,3,6,2,2,6,2,2
160,2,65,3,1,17,1,1,1,1,1,2,1,1,1,1,1,1,1,7,1,7,1,2,2,2,7,1,1,1,1,1,6,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,4,6
161,2,29,2,1,19,2,1,5,6,5,7,6,5,6,6,6,5,7,6,5,6,7,7,5,6,6,7,1,7,6,7,6,5,7,6,5,6,7,7,5,6,6,5,7,6,5,6,7,6,5,6
162,2,40,20,1,15,20,1,0,5,7,3,5,1,7,1,7,2,5,7,2,7,2,2,4,2,7,5,8,6,4,2,5,5,2,3,2,6,1,2,7,4,7,2,2,1,1,1,1,5,1,1
163,2,31,1,1,17,1,1,0,3,5,5,5,1,3,1,1,1,5,5,1,4,5,2,1,1,7,1,1,4,3,2,6,7,3,5,7,7,7,7,7,6,7,7,7,7,7,3,3,3,1,1
164,2,55,5,1,13, ,0,0,1,1,1,4,1,1,1,3,1,6,4,1,1,1,1,1,1,8,1,5,5,1,1,7,4,2,6,7,6,6,5,7,4,7,2,5,5,5,5,5,5,5,5
165,2,56,10,1,17,10,1,2,1,6,7,7,3,7,1,1,1,6,6,1,7,6,2,4,3,3,2,1,2,3,1,5,6,5,6,4,5,3,1,3,6,7,7,1,1,1,3,1,1,2,5
166,2,62,35,1,18,25,0,0,6,6,6,4,4,5,4,2,6,4,6,4,6,6,1,7,7,8,5,4,4,3,2,6,6,6,6,6,7,2,6,7,3,7,6,6,6,6,7,7,7,3,2
167,2,29,1,1,25,1,1,12,1,1,5,2,7,1,7,2,1,1,7,1,7,1,2,1,1,1,1,1,2,2,2,6,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
168,2,32,3,1,18,3,1,6,2,2,5,5,6,5,5,1,1,5,5,5,6,6,2,2,1,1,1,2,1,1,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7
169,2,26,6,1,15,2,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,1,1,9,1,9,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
170,2,53,3,1,23,2,1,0,1,5,5,1,1,5,1,3,4,1,6,1,6,3,2,1,1,4,1,4,2,2,1,6,6,3,5,7,5,7,7,7,7,7,6,6,6,6,5,5,5,4,3
171,2,39,30,1,17,20,1,10,2,2,6,6,2,6,2,5,2,7,6,2,6,7,2,5,8,1,1,1,5,5,5,3,5,5,6,5,2,2,2,5,5,1,7,5,5,5,5,6,5,3,3
172,2,27,1,1,20,1,1,4,2,1,5,6,2,6,2,3,2,6,6,2,7,6,2,1,1,7,5,6,3,3,2,5,5,6,5,7,5,7,7,4,7,2,7,5,5,6,3,3,5,2,4
173,2,59,5,1,16,4,1,1,2,5,6,7,3,6,3,3,3,7,5,5,5,5,2,2,1,2,2,5,3,3,1,5,3,5,5,5,5,7,7,7,6,7,6,7,7,7,6,6,6,5,5
174,2,21,12,1,14,5,2,3, , , , , , , , , , , , , , ,3,3,4,9,9,9,2,2,3,3,5,2,2,6,5,1,3,4,7,6,2,3,3,2,5,6,6,1,4
175,2,49,14,1,14,33,1,0,4,5,6,7,1,7,1,3,2,4,7,2,7,6,2,5,4,5,3,3,2,5,3,6,6,6,7,7,6,6,6,4,6,7,7,5,3,3,7,7,7,7,1
176,2,27,7,1,17,10,1,2,4,6,6,2,3,3,3,3,2,2,5,2,5,3,2,4,6,2,2,5,6,1,1,4,6,5,6,5,4,7,6,6,3,6,5,6,5,5,3,3,3,2,2
177,2,66,3,1,16,1,1,4,1,1,1,4,1,5,1,2,1,6,6,1,6,6,2,2,1,9,2,1,1,2,1,6,6,7,7,7,6,7,6,7,7,7,7,4,6,7,7,6,6,6,1
178,2,41,5,1,19,1,1,4,2,4,5,5,1,6,1,1,2,4,6,2,6,5,2,1,1,8,3,2,1,1,1,2,3,1,7,5,7,6,7,7,6,7,7,6,5,6,5,5,5,3,5
179,2,33,13,1,15,10,1,8,2,1,6,7,1,6,1,6,1,7,6,1,7,3,2,3,7,7,3,4,5,2,2,3,3,2,3,7,5,2,2,7,7,7,5,7,7,7,6,6,6,3,1
180,2,55,4,1,15,4,1,4,2,2,2,2,2,7,2,2,2,2,5,1,6,2,2,4,4,5,1,1,1,1,1,1,1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6
181,2,27,5,1,21,1,1,6,6,5,4,5,5,6,4,5,6,4,7,5,5,6,6,7,7,7,6,4,7,6,6,5,5,4,4,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4
183,2,58,3,1,18, ,0,2,1,1,7,5,1,6,1,1,1,5,7,1,7,7,2,9,9,1,1,1,2,2,2,7,7,7,7,7,3,2,4,4,7,1,7,1,1,7,7,7,7,7,7
184,2,30,7,1,17,25,1,3,1,5,6,5,1,4,1,2,2,6,2,2,4,2,2,6,6,6,4,5,5,5,1,5,6,2,6,6,6,7,2,7,6,7,7,7,6,6,5,4,4,2,6
186,2,60,20,1,18,15,0,0,6,4,4,2,2,5,1,4,4,1,6,1,6,2,1,5,3,9,6,6,2,2,2,5,6,6,6,7,7,4,4,3,4,7,5,3,3,5,5,5, ,1,4
187,2,32,3,1,21,1,1,4,4,3,3,4,4,3,2,3,4,4,4,3,3,3,2,2,2,6,6,4,7,6,1,4,5,6,5,5,5,5,4,4,4,3,5,4,6,4,5,5,4,4,4
188,2,70,1,1,19,2,1,2,1,1,5,1,2,3,1,1,1,1,7,1,7,6,2,1,2,1,1,8,1,1,1,5,6,5,5,4,6,7,6,6,7,1,7,7,6,7,7,6,7,6,7
189,2,29,5,1,16,3,1,2,2,2,6,1,1,5,1,1,1,1,5,1,5,2,2,2,1,9,2,2,2,2,2,5,5,5,6,6,5,6,3,6,6,7,5,7,7,7,3,3,5,2,1
190,2,46,2,1,22,3,1,6,4,6,5,2,2,6,2,2,2,2,6,2,3,2,2,2,1,9,2,7,2,2,1,4,5,6,6,5,6,7,7,7,7,7,6,6,5,5,5,5,5,6,6
191,2,37,6,1,20,6,1,20,1,1,6,6,1,6,1,1,1,6,7,1,7,1,2,2,2,3,1,1,1,1,1,5,6,6,7,6,5,7,1,4,7,7,7,7,5,7,4,4,6,4,7
192,2,41,4,1,21,2,1,0,3,4,5,4,4,5,3,2,2,4,5,2,6,4,2,2,2,2,2,2,1,1,2,5,5,5,5,6,5,7,7,7,7,7,7,6,6,6,5,5,5,5,5
193,2,46,10,1,18,5,1,15,5,4,5,6,1,6,1,2,6,6,7,3,7,4,2,3,1,4,1,1,1,1,1,6,6,7,6,3,2,7,2,7,7,1,7,7,7,7,5,4,4,5,6
194,2,56,20,1,15,25,0,0,3,6,6,2,2,6,2,2,5,2,5,4,6,5,1,3,5,7,3,7,6,6,6,5,5,5,5,5,5,3,6,7,4,7,4,4,4,4,5,5,5,5,3
195,2,25,1,1,24,4,1,0,1,1,7,7,1,7,1,6,1,7,7,1,7,5,2,2,2,7,1,8,2,2,2,2,3,1,2,3,3,7,4,4,4,7,3,2,5,5,5,5,5,2,4
196,2,49,6,1,15,12,2,1,3,6,5,2,3,5,3,2,3,3,5,4,7,5,3,2,5,4,5,4,3,4,2,6,7,7,7,7,6,1,6,6,4,7,7,3,5,6,5,5,5,5,5
197,2,41,6,1,17,5,1,2,2,6,6,2,2,6,2,2,4,3,6,3,6,3,3,1,6,5,5,5,3,3,3,6,6,7,6,6,3,6,6,4,6,5,5,7,7,7,7,7,7,7,4
198,2,34,5,1,17,32,3,1,4,7,6,7,4,7,6,6,5,6,7,6,5,6,4,8,8,8,8,8,6,3,5,6,7,4,7,7,7,7,5,4,6,7,3,6,6,6,7,7,7,7,4
199,2,60,5,1,15,6,1,0,5,2,3,6,1,6,1,5,1,6,7,1,7,1,2,2,6,8,3,4,1,2,1,2,5,1,2,4,6,7,1,5,5,1,4,4,5,6,3,5,7,1,1
200,2,31,3,1, ,1,1,1,6,5,6,5,7,6,5,6,5,7,6,7,7,5,8,7,8,8,8,1,8,7,9,6,6,6,4,7,6,6,5,7,6,6,6,7,5,7,6,6,5,5,6
201,2,35,20,1,17,40,1,1,2,7,4,4,5,4,5,3,2,4,6,2,5,2,2,6,8,8,8,8,6,6,4,6,6,4,6,6,4,7,5,7,6,7,3,5,5,5,5,5,5,3,1
202,2,50,4,1,21,9,1,12,1,7,7,4,1,5,1,1,1,5,5,1,5,5,2,2,3,4,1,1,1,1,1,6,7,7,6,7,6,7,6,7,7,7,7,7,7,7,7,7,7,3,5
203,2,48,5,1,18,5,1,5,1,6,7,1,1,7,1,1,1,1,7,1,7,3,2,2,2,1,9,1,2,2,1,2,6,7,6,6,6,6,5,7,7,7,7,5,6,7,7,7,7,7,7
204,2,42,4,1,21,4,1,30,1,7,6,6,1,7,1,1,1,6,5,1,5,6,2,1,1,1,1,1,2,2,2,5,4,7,7,5,7,7,7,4,7,7,7,7,7,7,7,7,7,4,7
205,2,48,5,1,16,21,1,1,2,3,6,5,1,6,1,2,1,5,6,1,4,4,2,6,6,6,3,4,2,2,2,5,5,5,5,5,6,4,5,4,7,7,5,3,5,6,3,5,6,2,1
206,2,48,5,1,28,5,1,4,1,7,7,6,1,5,1,3,4,6,5,2,3,2,2,1,2,5,3,1,1,1,1,3,6,6,7,7,7,7,1,7,6,7,6,7,7,7,5,5,5,3,5
207,2,41,6,1,15,65,1,0,2,7,2,1,5,7,2,5,7,2,5,2,3,1,2,9,9,9,9,9,1,2,1,6,6,2,7,7,3,5,7,4,4,3,1,1,5,5,2,5,5,1,1
208,2,60,50,1,15,80,1,10,1,6,6,4,1,6,1,2,4,4,5,1,6,6,2,6,8,8,8,9,3,2,1,6,6,6,6,7,6,2,6,6,7,6,2,5,5,6,5,5,5,4,2
209,2,31,3,1,17,10,1,5,1,1,5,6,4,6,5,1,1,7,6,1,6,7,2,3,4,8,1,7,1,1,1,7,6,6,6,4,5,1,1,6,7,7,7,1,1,5,2,2,2,2,2
210,2,38,6,1,17,6,1,13,1,1,7,3,1,7,1,1,1,1,6,1,6,2,2,3,3,4,1,1,1,1,1,3,6,5,6,7,7,1,3,5,7,7,7,2,1,1,5,6,6,6,1
211,2,32,1,1,23,1,1,1,1,5,4,5,1,4,1,1,1,5,5,1,5,5,2,1,1,1,1,1,1,1,1,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,5,5
212,2,48,8,1,16,20,1,0,1,1,5,3,1,5,1,3,1,2,6,1,6,2,1,6,6,7,4,4,3,2,2,4,5,4,4,5,6,6,6,7,6,1,5,7,7,6,5,5,5,3,1
213,2,45,3,1,24,17,1,4,1,1,1,1,1,5,1,1,1,2,4,1,4,1,2,2,8,9,7,9,7,2,1,3,6,2,3,7,6,5,7,4,5,7,3,5,5,6,5,7,6,2,1
214,2,39,30,1,17,30,1,20,1,2,7,7,5,6,1,3,1,7,6,1,6,7,2,4,9,2,1,2,7,5,4,5,5,6,6,6,3,2,1,5,6,7,5,6,6,6,6,6,6,4,7
215,2,58,10,1,17,10,0,0,2,4,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4
216,2,32,2,1,23,5,1,2,2,6,6,6,2,6,2,6,2,6,6,2,6,2,2,1,1,9,1,9,2,2,2,6,6,6,2,6,6,6,2,4,7,7,1,6,6,6,1,1,1,1,4
217,2,28,5,1,18,5,3,4,7,6,7,6,6,7,6,7,6,5,6,5,6,6,8,6,7,8,5,2,8,6,7,7,6,7,6,7,7,6,6,6,7,7,6,7,6,6,7,7,6,6,7
219,2,56,18,1,16,8,1,0,2,6,5,5,1,5,1,2,6,5,6,5,6,5,2,4,4,6,3,5,2,2,2,6,6,7,7,7,6,6,1,7,4,7,5,3,5,6,2,2,2,1,2
220,2,52,6,1,17, ,1,0,7,4,7,4,1,6,1,1,1,4,7,1,4,4,2,4,4,1,1,1,1,1,1,7,7,7,7,7,7,5,7,7,7,7,7,7,4,7,7,7,7,7,7
221,2,39,3,1,17,3,1,20,3,2,5,3,2,6,3,2,3,5,2,3,6,2,2,1,1,3,2,2,2,1,2,5,6,4,6,5,4,7,7,7,7,7,6,7,4,3,6,5,6,3,2
222,2,26,4,1,16,4,1,1,2,1,5,6,2,6,2,2,2,6,7,2,7,6,2,5,4,9,9,9,2,2,2,6,7,6,7,7,5,2,1,4,7,7,5,3,2,2,6,6,5,2,2
223,2,26,3,1,21,4,1,10,6,5,5,6,6,5,4,4,6,6,5,4,4,5,2,2,2,4,5,4,5,7,6,5,6,6,5,4,4,3,3,5,5,5,5,5,4,5,6,6,5,5,4
225,2,45,4,1,15,4,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,8,5,6,2,2,3,3,3,5,4,4,4,1,1,4,7,5,4,3,1,1,1,1,2,2,2
226,2,32,6,1,19,6,1,1,1,4,5,6,1,4,1,6,1,6,7,1,6,6,2,5,5,9,5,9,6,3,5,5,5,5,3,5,5,2,5,7,6,7,3,3,3,4,5,3,3,5,4
227,2,47,6,1,17,20,1,5,3,6,5,1,4,6,5,5,4,1,7,4,7,5,2,5,6,9,9,9,4,4,5,5,5,3,4,7,6,1,1,7,6,6,5,2,1,1,7,7,7,7,2
228,2,33,5,1,19,5,1,11,2,3,2,1,5,7,4,1,3,2,3,6,4,5,2,1,4,3,1,2,2,2,3,6,7,6,7,7,5,6,7,5,6,7,7,6,6,6,5,6,5,6,6
229,2,30,10,1,17,25,2,10,1,5,5,7,1,4,1,3,2,6,5,1,3,3,3,2,1,6,1,5,7,2,1,6,6,5,5,6,5,6,1,7,6,7,4,6,6,6,5,5,5,3,3
230,2,34,3,1,23,2,1,2,2,2,6,5,2,3,2,1,1,1,6,1,6,1,2,1,1,1,1,2,1,1,1,6,6,6,6,6,6,1,2,4,6,6,6,5,5,5,5,5,5,5,7
231,2,57,8,1,15,7,1,10,4,6,6,2,2,7,2,3,3,2,6,1,6,6,2,2,2,5,7,8,4,3,3,5,7,7,7,6,5,7,6,7,7,7,7,7,7,7,6,6,6,5,6
232,2,27,2,1,17,2,1,5,1,4,5,1,1,4,1,1,1,1,4,1,4,1,2,2,2,3,1,1,1,1,1,5,5,5,5,6,2,6,6,6,6,7,7,7,6,6,2,2,2,2,2
233,2,34,7,1,23,7,1,4,1,4,6,7,1,7,1,4,1,7,7,1,7,5,2,2,1,6,1,7,2,2,1,5,7,5,7,7,6,2,7,4,7,7,6,7,7,7,7,7,7,5,6
234,2,25,1,1,20,1,0,0,2,5,5,6,1,6,1,3,5,6,6,5,6,5,1,1,2,8,3,8,6,5,6,3,6,5,2,6,6,7,7,4,4,6,2,7,7,6,3,2,2,3,1
235,2,29,6,1,17,10,1,5,2,3,5,6,5,5,2,5,5,6,6,5,6,5,2,3,5,7,7,5,2,2,2,5,6,5,5,6,5,3,5,4,6,7,5,5,5,5,3,3,3,2,2
236,2,27, ,1,27,1,1,3,5,2,6,5,3,4,5,5,2,6,5,6,6,7,5,7,5,7,5,2,6,3,6,5,4,6,6,5,7,6,4,6,6,6,5,7,6,4,6,7,5,6,6
237,2,28,3,1,15,3,1,6,1,2,5,5,3,4,2,2,2,6,7,2,6,5,2,1,1,6,2,2,3,2,2,5,6,5,5,6,3,5,2,4,6,7,6,6,5,5,6,5,6,5,5
238,2,25,1,1,21,1,1,1,7,6,7,6,7,6,5,7,6,5,6,7,6,5,2,1,2,1,1,1,4,5,3,6,6,7,3,5,6,7,6,5,7,1,1,7,7,7,7,7,6,7,6
239,2,60,3,1,19,3,1,12,2,6,7,5,1,7,1,1,1,6,6,1,6,6,2,1,1,3,1,2,4,1,1,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2
240,2,39,1,1,21,1,1,0,1,1,7,1,1,1,1,1,1,1,7,1,1,1,2,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7
241,2,27,1,1,24,1,1,1,6,7,5,6,4,6,5,5,5,5,4,5,5,4,8,7,9,7,5,2,6,7,7,6,4,4,4,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5
242,2,29,1,1,17,2,2,5,2,4,6,4,1,4,1,1,1,4,4,1,4,5,3,1,2,9,5,8,8,3,1,4,5,6,5,3,5,5,5,4,6,5,7,7,6,5,6,5,5,4,4
243,2,45,50,1,14,30,1,10,1,4,4,4,4,6,1,4,4,4,7,4,7,4,2,2,9,8,8,7,2,2,1,6,5,5,5,6,5,3,1,7,7,7,2,7,5,5,5,4,4,5,6
244,2,30,1,1,21,1,1,8,1,2,1,2,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,5,4,2,5,6,4,6,6,5,4,7,4,5,4,4,4,4,4,2,4
245,2,31,1,1,16,1,1,1,2,5,2,2,4,2,6,3,6,4,3,2,5,6,2,1,1,7,6,7,5,5,5,2,5,2,5,6,6,4,6,2,7,2,4,2,5,4,2,2,3,5,1
246,2,37,3,1,15,5,1,2,1,5,6,4,1,5,1,3,1,5,4,1,6,3,2,1,2,9,5,2,4,3,4,5,5,5,5,6,7,2,4,6,5,7,5,7,6,6,2,2,2,2,2
247,2,45,5,1,17,2,1,6,1,4,7,4,1,7,1,1,1,5,7,1,7,1,2,2,2,5,1,1,1,1,1,5,6,7,7,6,7,6,5,7,7,7,7,6,6,6,7,7,7,4,4
248,2,33,10,1,18,12,1,4,7,5,7,7,1,7,1,3,1,7,7,1,7,5,2,3,4,8,9,9,3,2,1,5,7,7,7,7,5,5,5,6,7,7,3,6,5,5,5,5,5,3,3
249,2,66,2,1,21,2,2,2,1,1,7,7,1,4,1,1,1,7,4,4,7,1,2,2,1,7,7,9,2,2,2,6,6,7,7,7,7,7,6,7,7,7,5,7,7,7,7,7,7,7,7
250,2,47,10,1,16,20,2,25,1,5,5,4,4,4,4,1,1,1,1,1,1,4,3,4,3,9,9,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
251,2,50,6,1,19,5,1,10,2,6,7,2,2,6,2,3,4,2,6,2,5,5,2,1,1,8,3,2,2,2,2,2,6,4,6,6,6,6,6,7,7,7,5,6,6,6,6,7,7,4,1
252,2,47,4,1,13,80,1,3,2,6,5,2,1,3,1,4,3,5,5,1,5,1,2,9,9,8,8,8,2,2,2,6,6,6,6,5,6,5,5,4,7,7,1,5,5,5,3,6,6,1,1
254,2,57,7,1,17,6,1,0,5,7,7,1,6,4,5,1,6,1,5,5,7,5,2,2,3,8,8,5,3,1,2,7,7,4,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,4,5
255,2,29,3,1,17,2,1,3,1,4,6,3,1,7,1,5,1,4,7,1,7,1,2,1,2,9,7,9,2,1,2,7,7,7,7,7,7,5,3,7,7,7,5,7,7,7,7,7,7,5,1
256,2,25,2,1,16,15,1,1,6,5,6,4,5,6,6,4,7,3,5,6,5,6,2,7,7,8,8,7,7,4,6,5,6,5,6,6,4,7,7,4,5,6,3,7,7,6,7,7,7,6,1
258,2,32,5,1,19,5,1,6,1,7,5,1,1,3,1,1,2,1,7,1,6,1,2,3,2,2,1,3,1,2,1,6,6,7,7,7,6,7,7,7,7,7,6,7,7,7,3,3,3,2,6
259,2,36,3,1,14,2,1,20,1,6,7,1,1,6,1,1,1,4,7,2,6,1,2,1,1,2,1,2,1,1,1,6,7,5,7,7,5,5,7,7,7,7,7,6,6,6,7,7,7,4,7
260,2,41,7,1,26,2,1,0,1,4,5,2,3,3,1,1,1,3,4,1,4,2,2,1,1,1,1,1,1,1,1,3,6,6,6,6,2,6,3,7,2,7,7,7,7,7,7,7,7,5,6
261,2,33,3,1,18,6,1,15,3,2,5,6,1,6,1,3,2,6,7,1,7,6,2,3,3,3,5,4,3,3,5,6,6,6,7,7,5,7,4,7,7,7,6,7,7,6,6,6,6,5,5
262,2,26,6,1,17,6,1,2,5,7,7,2,2,6,2,1,1,2,7,2,7,6,2,1,1,6,1,1,2,2,2,6,6,7,7,6,7,6,6,4,6,7,7,7,6,6,7,6,7,4,5
263,2,56,4,1,27,3,1,2,5,2,6,4,4,6,3,6,1,6,5,3,5,6,4,6,6,7,6,2,7,3,6,6,3,5,3,5,4,6,5,3,5,5,4,5,6,3,5,3,5,3,5
264,2,34,5,1,15,3,1,1,6,6,6,3,6,6,6,6,6,4,6,6,6,6,2,2,2,9,2,8,8,8,8,6,7,6,7,6,5,6,7,7,7,7,7,7,6,7,7,7,7,7,7
265,2,33,1,1,25,1,1,5,3,5,5,5,3,4,3,3,3,4,5,3,4,3,2,2,1,5,9,5,4,2,2,6,6,4,4,5,3,5,5,1,5,7,7,7,7,7,7,7,7,3,1
266,2,56,4,1,17,3,1,8,2,6,6,2,2,6,2,1,5,2,5,5,5,4,2,1,1,1,1,2,1,1,1,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
267,2,34,4,1,23,1,1,4,1,5,6,6,3,7,3,5,2,7,7,3,7,5,2,1,1,4,2,5,1,1,1,5,6,6,6,5,7,1,5,7,7,7,6,5,1,5,5,1,5,5,6
268,2,55,11,1,17,11,1,3,2,6,5,3,1,5,1,1,1,3,6,1,6,5,2,3,1,2,1,1,2,1,1,6,6,5,5,6,6,5,3,7,7,7,7,6,5,5,3,3,3,2,2
269,2,24,5,1,16,20,1,4,1,1,4,5,5,6,4,4,5,3,4,5,4,5,2,2,2,7,7,6,5,6,4,5,5,5,5,6,5,4,5,6,4,5,4,5,3,4,5,5,4,5,4
270,2,30,3,1,19,3,1,8,4,5,5,6,6,6,5,5,4,6,6,6,6,6,2,3,3,5,5,5,4,5,6,6,5,5,4,4,3,6,6,5,4,6,6,6,6,5,5,5,5,5,2
271,2,32,11,1,18,11,1,8,1,4,3,2,1,6,1,5,1,2,7,1,7,2,2,3,4,7,6,5,2,2,1,6,6,5,7,6,7,6,6,4,7,7,6,5,5,5,3,3,3,2,1
272,2,29,2,1,20,2,2,2,3,5,6,6,5,5,5,2,4,3,3,5,5,6,2,2,3,3,4,5,4,6,5,5,6,6,6,5,5,4,5,6,5,5,6,6,5,6,6,7,6,5,5
273,2,42,1,1,23,1,1,2,7,1,2,3,5,6,5,1,1,2,6,1,6,6,2,2,2,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
274,2,43,5,1,16,5,1,15,1,1,1,1,1,7,7,1,1,1,7,1,7,1,2,1,1,1,1,1,1,1,1,6,7,7,6,6,5,1,1,6,6,7,7,1,1,1,7,7,7,1,1
275,2,29,2,1,21,2,2,0,6,7,5,3,5,6,4,3,6,7,6,5,3,5,6,9,7,6,8,6,7,9,5,6,7,4,3,4,5,5,4,3,5,6,5,2,5,7,5,5,3,5,6
276,2,35,3,1,16,11,1,15,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2,2,2,9,9,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
277,2,24,2,1,17,2,1,1,3,2,2,3,4,3,2,4,3,2,4,3,3,4,2,1,3,5,3,6,5,3,2,3,4,2,4,3,2,3,5,3,3,3,2,5,2,3,3,2,4,3,2
278,2,45,20,1,15,11,1,6,5,7,6,4,3,6,3,1,4,3,5,3,5,4,2,2,4,5,3,5,5,4,3,3,5,5,5,5,3,7,1,7,6,7,4,3,3,3,6,6,6,3,5
280,2,30,4,1,18,10,1,2,2,7,6,4,5,5,5,2,5,4,4,6,5,5,2,3,5,8,8,6,5,5,4,6,5,5,6,5,6,6,6,6,6,6,5,6,6,6,5,5,6,6,6
281,2,32,10,1,19,8,1,0,5,5,6,3,3,5,3,4,4,4,3,2,5,4,2,1,1,5,2,3,2,1,1,3,6,4,5,7,4,3,5,5,3,6,5,5,4,4,7,7,7,5,4
282,2,34,3,1,14,4,1,0,1,7,5,7,1,5,1,2,1,7,6,1,5,7,2,2,2,9,9,9,7,2,1,5,5,3,5,7,7,3,7,4,7,7,1,7,5,6,3,3,2,1,1
283,2,35,0,1,20,3,1,30,6,4,7,1,1,7,1,1,5,1,7,1,7,2,2,1,1,1,1,1,1,1,1,5,7,5,6,7,2,7,5,4,7,7,7,7,7,7,6,6,6,5,7
284,2,40,10,1,16,8,1,3,2,3,6,4,1,4,1,3,1,3,6,1,5,4,2,3,3,3,3,6,2,2,2,6,7,4,6,7,5,7,7,7,7,7,6,7,7,7,6,6,6,6,6
285,2,25,3,1,20,3,1,20,3,7,7,7,1,7,1,1,1,7,7,2,4,1,2,2,2,9,9,9,4,3,3,3,6,3,6,7,6,6,6,1,6,6,1,5,6,6,6,6,6,6,6
286,2,38,2,1,26,1,1,5,2,4,5,5,2,5,2,3,2,5,5,2,5,4,2,2,1,5,2,3,2,2,4,6,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,5,4,5,5
287,2,35,2,1,24,2,1,0,4,3,6,5,1,5,1,3,1,5,7,1,6,5,2,1,1,3,1,1,1,1,5,6,6,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,5,1
288,2,28,3,1,18,10,15,10,1,1,5,3,1,7,1,2,1,2,3,1,3,1,2,4,4,8,2,2,2,3,2,5,6,3,6,3,7,1,7,6,3,1,7,3,2,2,1,1,1,1,1
289,2,44,2,1,29,1,1,1,6,5,6,5,4,5,6,7,6,5,6,1,1,1,2,2,2,1,2,1,6,7,4,5,6,7,7,7,6,7,6,7,7,6,7,7,6,7,4,6,7,6,5
290,2,39,2,1,20,4,0,0,5,6,7,2,4,4,4,1,4,4,5,6,5,1,1,1,1,1,1,1,3,1,1,4,5,3,4,5,6,7,7,7,2,7,7,6,6,6,6,6,6,1,1
291,2,47,7,1,17,7,1,4,1,6,7,1,1,7,1,5,1,1,7,1,4,1,2,7,2,1,1,1,1,1,1,5,6,7,6,7,7,1,2,2,3,7,7,1,1,1,5,5,5,1,3
292,2,38,11,1,15,11,1,20,1,7,4,4,4,4,4,4,3,3,3,3,3,4,2,2,2,1,1,9,1,1,1,7,7,6,7,7,5,1,1,7,7,7,7,1,1,1,6,4,4,5,7
